HomeTeam,AwayTeam,FTHG,FTAG,HP,AP,Pdiff,HPOS,APOS,POSdiff,HW,AW,HD,AD,HL,AL,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HTSF,ATSF,HTSTF,ATSTF,HTSC,ATSC,HTSTC,ATSTC,HPR,APR,HF5,AF5,HTHGS,ATAGS,HTHGC,ATAGC,HTHSF,ATASF,HTHSC,ATASC,HTHSTF,ATASTF,HTHSTC,ATASTC,HTHP,ATAP,HTHW,ATAW,HTHD,ATAD,HTHL,ATAL,avg_HGPG,avg_AGPG
Cardiff,Newcastle,1,2,1.3333333333333333,1.1666666666666667,1,11,16,-5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,1.1666666666666667,1.1666666666666667,1.8333333333333333,-0.16666666666666666,-0.6666666666666666,10.5,15.333333333333334,2.3333333333333335,4.333333333333333,17.166666666666668,11.5,5.666666666666667,4.5,0,0,5,7,1.0,1.3333333333333333,1.0,2.6666666666666665,6.333333333333333,12.333333333333334,19.333333333333332,16.0,2.3333333333333335,5.0,6.666666666666667,6.333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,1.2333333333333334,1.0333333333333334
Fulham,Stoke,1,0,0.6666666666666666,1.1666666666666667,-3,18,15,3,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,1.5,1.0,-0.8333333333333334,-0.3333333333333333,8.166666666666666,11.166666666666666,3.0,3.5,20.333333333333332,13.833333333333334,6.166666666666667,5.0,0,0,4,7,1.0,0.6666666666666666,2.0,1.3333333333333333,12.333333333333334,11.333333333333334,17.333333333333332,17.0,4.666666666666667,4.0,5.0,6.333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.2295081967213115,1.0491803278688525
Hull,Aston Villa,0,0,1.6666666666666667,1.5,1,8,9,-1,0.5,0.5,0.5,0.5,0.3333333333333333,0.5,1.0,1.5,1.1666666666666667,1.3333333333333333,-0.16666666666666666,0.16666666666666666,9.833333333333334,11.166666666666666,2.8333333333333335,3.1666666666666665,15.0,14.166666666666666,4.0,4.0,3,3,7,6,1.0,1.6666666666666667,0.3333333333333333,1.0,11.0,10.666666666666666,13.666666666666666,14.333333333333334,2.6666666666666665,3.6666666666666665,3.6666666666666665,2.6666666666666665,2.3333333333333335,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.2258064516129032,1.032258064516129
Liverpool,Crystal Palace,3,1,2.1666666666666665,0.5,10,2,19,-17,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,-1.0,13.0,9.5,5.5,2.5,14.833333333333334,14.5,5.166666666666667,4.333333333333333,0,0,10,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.0,15.333333333333334,8.666666666666666,10.666666666666666,15.0,7.0,1.6666666666666667,5.0,5.0,2.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,1.2063492063492063,1.0158730158730158
Man City,Everton,3,1,1.6666666666666667,2.0,-2,7,4,3,0.5,0.5,0.5,0.5,0.3333333333333333,0.0,2.3333333333333335,1.5,1.1666666666666667,1.0,1.1666666666666667,0.5,16.0,15.5,6.166666666666667,5.5,9.0,10.833333333333334,3.1666666666666665,2.8333333333333335,3,3,10,9,3.3333333333333335,1.6666666666666667,0.3333333333333333,1.3333333333333333,16.666666666666668,14.0,8.666666666666666,7.0,7.333333333333333,4.333333333333333,2.0,1.3333333333333333,3.0,1.6666666666666667,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,1.234375,1.015625
Sunderland,Man United,1,2,0.16666666666666666,1.1666666666666667,-6,20,12,8,0.0,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333334,0.5,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,-1.6666666666666667,0.0,14.166666666666666,14.166666666666666,2.5,5.0,13.5,11.5,4.833333333333333,4.0,0,0,1,7,0.6666666666666666,1.6666666666666667,2.3333333333333335,2.0,20.0,13.0,11.333333333333334,15.0,3.3333333333333335,4.666666666666667,4.333333333333333,5.333333333333333,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,1.2615384615384615,1.0153846153846153
Norwich,Chelsea,1,3,1.1666666666666667,1.8333333333333333,-4,14,5,9,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.16666666666666666,0.6666666666666666,1.1666666666666667,1.0,0.5,-0.3333333333333333,0.6666666666666666,10.0,17.333333333333332,2.5,5.333333333333333,13.833333333333334,9.0,3.5,3.0,0,3,4,10,1.0,0.3333333333333333,1.0,0.6666666666666666,11.666666666666666,13.666666666666666,15.333333333333334,12.0,2.3333333333333335,4.666666666666667,4.0,4.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.2575757575757576,1.0303030303030303
Southampton,Swansea,2,0,1.8333333333333333,1.1666666666666667,4,6,13,-7,0.5,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.5,0.8333333333333334,1.3333333333333333,0.3333333333333333,1.5,0.5,-0.16666666666666666,12.333333333333334,13.0,4.166666666666667,5.5,9.666666666666666,12.5,2.3333333333333335,3.8333333333333335,3,3,8,7,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,14.666666666666666,11.333333333333334,7.333333333333333,12.666666666666666,4.666666666666667,5.333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,1.2537313432835822,1.0597014925373134
Tottenham,West Ham,0,3,2.1666666666666665,0.8333333333333334,8,3,17,-14,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.5,1.0,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,-0.16666666666666666,19.0,11.0,5.666666666666667,2.0,7.5,12.833333333333334,3.1666666666666665,2.8333333333333335,3,0,12,5,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,18.0,10.0,7.333333333333333,13.333333333333334,5.333333333333333,2.3333333333333335,3.6666666666666665,2.3333333333333335,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,1.2647058823529411,1.0441176470588236
West Brom,Arsenal,1,1,1.3333333333333333,2.5,-7,10,1,9,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.16666666666666666,1.0,2.1666666666666665,0.8333333333333334,1.1666666666666667,0.16666666666666666,1.0,10.833333333333334,14.333333333333334,2.6666666666666665,5.666666666666667,12.333333333333334,12.5,3.6666666666666665,3.8333333333333335,3,3,5,12,1.0,2.6666666666666665,1.0,1.0,11.333333333333334,14.0,8.666666666666666,14.333333333333334,2.0,5.666666666666667,2.0,4.0,1.0,3.0,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.0,1.2463768115942029,1.0724637681159421
Arsenal,Norwich,4,1,2.2857142857142856,1.0,9,1,18,-17,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.5714285714285714,2.0,0.7142857142857143,1.1428571428571428,1.2857142857142858,0.8571428571428571,-0.5714285714285714,14.285714285714286,10.571428571428571,5.571428571428571,2.5714285714285716,12.428571428571429,15.0,3.857142857142857,4.142857142857143,3,3,15,6,1.4285714285714286,0.2857142857142857,1.1428571428571428,0.8571428571428571,12.571428571428571,7.142857142857143,9.142857142857142,10.571428571428571,4.857142857142857,2.2857142857142856,3.142857142857143,2.5714285714285716,1.7142857142857142,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.0,0.0,0.2857142857142857,0.5714285714285714,1.2428571428571429,1.0714285714285714
Chelsea,Cardiff,4,1,2.0,1.1428571428571428,6,3,14,-11,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.42857142857142855,1.4285714285714286,1.0,0.5714285714285714,1.2857142857142858,0.8571428571428571,-0.2857142857142857,18.0,10.142857142857142,5.714285714285714,2.2857142857142856,9.714285714285714,17.571428571428573,3.0,6.285714285714286,1,3,8,8,1.7142857142857142,0.8571428571428571,0.2857142857142857,1.1428571428571428,18.0,12.571428571428571,5.142857142857143,12.857142857142858,5.142857142857143,2.0,1.7142857142857142,4.0,2.5714285714285716,1.1428571428571428,0.8571428571428571,0.2857142857142857,0.0,0.2857142857142857,0.0,0.2857142857142857,1.2816901408450705,1.0704225352112675
Everton,Hull,2,1,1.7142857142857142,1.5714285714285714,1,7,8,-1,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.2857142857142857,1.4285714285714286,0.8571428571428571,1.2857142857142858,1.0,0.14285714285714285,-0.14285714285714285,14.142857142857142,9.285714285714286,5.285714285714286,2.5714285714285716,11.0,15.428571428571429,3.2857142857142856,4.0,3,3,11,10,1.1428571428571428,0.8571428571428571,0.5714285714285714,1.7142857142857142,14.571428571428571,7.428571428571429,12.571428571428571,14.0,5.714285714285714,2.5714285714285716,3.7142857142857144,3.7142857142857144,2.0,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.0,0.0,0.5714285714285714,1.3194444444444444,1.0694444444444444
Man United,Southampton,1,1,1.4285714285714286,2.0,-4,9,4,5,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.14285714285714285,1.4285714285714286,1.0,1.2857142857142858,0.2857142857142857,0.14285714285714285,0.7142857142857143,14.0,12.285714285714286,5.142857142857143,4.142857142857143,10.714285714285714,10.714285714285714,3.7142857142857144,3.0,0,3,4,8,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.2857142857142857,13.142857142857142,8.571428571428571,6.857142857142857,10.285714285714286,4.571428571428571,3.142857142857143,2.2857142857142856,2.857142857142857,1.1428571428571428,1.7142857142857142,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,1.3287671232876712,1.0684931506849316
Newcastle,Liverpool,2,2,1.4285714285714286,2.2857142857142856,-6,11,2,9,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.14285714285714285,1.2857142857142858,1.5714285714285714,1.7142857142857142,0.7142857142857143,-0.42857142857142855,0.8571428571428571,16.0,13.0,5.142857142857143,5.714285714285714,11.0,14.285714285714286,4.142857142857143,4.714285714285714,0,3,7,10,0.8571428571428571,1.7142857142857142,0.8571428571428571,0.8571428571428571,15.714285714285714,9.142857142857142,6.0,16.285714285714285,3.142857142857143,3.4285714285714284,2.2857142857142856,4.571428571428571,1.1428571428571428,2.0,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,1.3243243243243243,1.0675675675675675
Stoke,West Brom,0,0,1.0,1.2857142857142858,-2,16,12,4,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.5714285714285714,1.0,1.0,0.8571428571428571,-0.42857142857142855,0.14285714285714285,11.857142857142858,11.0,3.4285714285714284,2.857142857142857,13.142857142857142,12.571428571428571,4.571428571428571,3.857142857142857,0,3,7,8,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.5714285714285714,9.428571428571429,8.857142857142858,9.142857142857142,13.714285714285714,2.5714285714285716,2.857142857142857,3.142857142857143,4.571428571428571,1.1428571428571428,1.4285714285714286,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.0,1.3333333333333333,1.08
Swansea,Sunderland,4,0,1.0,0.14285714285714285,6,15,20,-5,0.2857142857142857,0.0,0.2857142857142857,0.0,0.5714285714285714,0.8571428571428571,1.1428571428571428,0.7142857142857143,1.5714285714285714,2.2857142857142856,-0.42857142857142855,-1.5714285714285714,13.571428571428571,13.0,5.714285714285714,2.4285714285714284,12.428571428571429,13.428571428571429,3.857142857142857,5.0,0,0,7,1,1.1428571428571428,0.5714285714285714,2.2857142857142856,2.0,12.571428571428571,7.142857142857143,10.571428571428571,13.428571428571429,4.857142857142857,1.4285714285714286,4.571428571428571,4.571428571428571,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5714285714285714,1.3157894736842106,1.0657894736842106
West Ham,Man City,1,3,1.1428571428571428,1.8571428571428572,-5,13,5,8,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.2857142857142857,1.0,2.4285714285714284,0.7142857142857143,1.1428571428571428,0.2857142857142857,1.2857142857142858,11.714285714285714,15.428571428571429,2.4285714285714284,6.142857142857143,13.0,8.571428571428571,3.0,3.2857142857142856,0,0,2,7,1.1428571428571428,1.1428571428571428,1.1428571428571428,1.7142857142857142,10.285714285714286,13.142857142857142,10.571428571428571,8.0,1.4285714285714286,4.285714285714286,2.857142857142857,3.7142857142857144,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.5714285714285714,0.5714285714285714,1.3506493506493507,1.051948051948052
Aston Villa,Tottenham,0,2,1.4285714285714286,1.8571428571428572,-3,10,6,4,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.2857142857142857,1.2857142857142858,0.8571428571428571,1.1428571428571428,0.7142857142857143,0.14285714285714285,0.14285714285714285,12.142857142857142,18.285714285714285,3.2857142857142856,5.428571428571429,13.0,8.714285714285714,3.5714285714285716,3.4285714285714284,3,1,6,10,1.1428571428571428,0.5714285714285714,1.4285714285714286,0.2857142857142857,10.0,17.142857142857142,12.0,6.571428571428571,2.2857142857142856,5.142857142857143,4.571428571428571,2.2857142857142856,0.8571428571428571,1.7142857142857142,0.2857142857142857,0.5714285714285714,0.0,0.0,0.5714285714285714,0.2857142857142857,1.3461538461538463,1.0769230769230769
Crystal Palace,Fulham,1,4,0.42857142857142855,1.0,-4,19,17,2,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.7142857142857143,1.8571428571428572,1.2857142857142858,-1.1428571428571428,-0.5714285714285714,9.714285714285714,8.285714285714286,2.4285714285714284,2.857142857142857,14.285714285714286,19.714285714285715,4.714285714285714,5.714285714285714,0,0,3,1,0.8571428571428571,0.2857142857142857,1.1428571428571428,0.8571428571428571,8.857142857142858,3.4285714285714284,12.0,20.0,2.857142857142857,1.1428571428571428,3.142857142857143,6.285714285714286,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.0,0.0,0.5714285714285714,0.5714285714285714,1.3291139240506329,1.0886075949367089
Aston Villa,Everton,0,2,1.25,1.875,-5,13,7,6,0.375,0.5,0.375,0.5,0.5,0.125,1.125,1.5,1.25,1.25,-0.125,0.25,12.5,14.125,3.125,5.375,13.0,10.75,3.875,3.0,1,0,7,10,1.0,1.5,1.75,1.75,12.5,12.0,13.75,8.25,2.5,4.25,5.5,2.5,0.75,1.25,0.25,0.25,0.0,0.5,0.75,0.25,1.325,1.125
Crystal Palace,Arsenal,0,2,0.375,2.375,-16,19,1,18,0.125,0.75,0.125,0.75,0.875,0.125,0.75,2.25,2.125,1.125,-1.375,1.125,10.25,15.0,2.625,6.25,13.625,12.375,4.875,4.125,0,1,3,13,1.0,2.25,2.0,1.0,11.25,14.0,12.75,13.75,3.5,5.5,4.25,4.0,0.75,2.5,0.25,0.75,0.0,0.25,0.75,0.0,1.308641975308642,1.1358024691358024
Liverpool,West Brom,4,1,2.125,1.25,7,3,12,-9,0.625,0.25,0.625,0.25,0.125,0.25,1.625,0.875,0.875,0.75,0.75,0.125,14.25,11.125,5.875,3.125,14.25,12.125,4.625,3.75,3,1,10,8,1.25,0.75,0.5,0.5,14.75,10.75,10.75,14.25,7.0,3.75,4.25,4.75,2.25,1.5,0.75,0.25,0.0,0.75,0.25,0.0,1.2926829268292683,1.146341463414634
Man United,Stoke,3,2,1.375,1.0,3,8,16,-8,0.375,0.25,0.375,0.25,0.375,0.5,1.375,0.5,1.25,0.875,0.125,-0.375,13.75,11.5,5.125,3.375,11.625,13.0,4.125,4.625,3,0,6,4,1.0,0.5,0.75,1.25,14.5,12.5,10.5,15.0,5.25,3.75,3.75,5.25,1.25,0.75,0.25,0.25,0.5,0.0,0.25,0.75,1.3253012048192772,1.144578313253012
Norwich,Cardiff,0,0,0.875,1.0,-1,18,17,1,0.25,0.25,0.25,0.25,0.625,0.5,0.75,1.0,1.625,1.625,-0.875,-0.625,10.75,10.5,3.0,2.375,15.625,17.875,5.0,6.375,0,0,6,5,1.0,1.0,1.5,2.0,12.25,14.25,17.0,16.25,2.5,2.5,5.0,5.25,1.0,1.0,0.25,0.25,0.25,0.25,0.5,0.5,1.3452380952380953,1.1547619047619047
Southampton,Fulham,2,0,1.875,1.25,5,6,14,-8,0.5,0.375,0.5,0.375,0.125,0.5,1.0,1.125,0.375,1.25,0.625,-0.125,13.0,8.375,4.5,3.25,10.875,19.0,3.25,5.5,3,3,10,4,1.25,1.25,0.25,1.0,14.0,5.25,9.75,21.0,4.5,2.5,2.75,6.5,2.0,1.5,0.5,0.5,0.5,0.0,0.0,0.5,1.3294117647058823,1.1411764705882352
Chelsea,Man City,2,1,2.125,2.0,1,2,4,-2,0.625,0.625,0.625,0.625,0.125,0.25,1.75,2.5,0.625,1.125,1.125,1.375,18.25,15.5,5.875,6.5,10.125,8.875,3.0,3.125,3,3,8,10,2.5,1.75,0.5,1.75,20.75,15.5,7.75,9.75,6.25,6.0,2.25,3.75,3.0,1.0,1.0,0.25,0.0,0.25,0.0,0.5,1.3372093023255813,1.127906976744186
Sunderland,Newcastle,2,1,0.125,1.375,-10,20,10,10,0.0,0.375,0.0,0.375,0.875,0.375,0.625,1.375,2.5,1.75,-1.875,-0.375,12.125,15.75,2.25,5.0,13.5,12.5,5.125,4.5,0,3,0,9,0.75,1.5,2.25,2.25,16.5,14.25,11.75,14.0,3.0,6.25,4.75,5.25,0.0,1.5,0.0,0.5,0.0,0.0,1.0,0.5,1.3448275862068966,1.1264367816091954
Swansea,West Ham,0,0,1.25,1.0,2,11,15,-4,0.375,0.25,0.375,0.25,0.5,0.5,1.5,1.0,1.375,1.0,0.125,0.0,13.625,11.625,5.75,2.375,11.625,13.375,3.5,3.75,0,3,7,4,2.0,0.75,2.0,0.25,14.5,11.5,10.75,13.5,5.75,3.0,4.25,2.75,1.0,1.25,0.25,0.25,0.25,0.5,0.5,0.25,1.3522727272727273,1.125
Tottenham,Hull,1,0,2.0,1.375,5,5,9,-4,0.625,0.375,0.625,0.375,0.25,0.375,1.0,0.875,0.625,1.125,0.375,-0.25,17.625,9.25,5.5,2.375,9.5,15.25,3.25,4.25,0,1,7,8,1.0,1.0,1.0,2.0,17.0,8.75,9.5,15.75,5.0,2.5,4.0,4.75,1.75,0.75,0.5,0.25,0.25,0.0,0.25,0.75,1.3370786516853932,1.1123595505617978
Arsenal,Liverpool,2,0,2.4444444444444446,2.2222222222222223,2,1,3,-2,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.1111111111111111,0.1111111111111111,2.2222222222222223,1.8888888888888888,1.0,0.8888888888888888,1.2222222222222223,1.0,14.444444444444445,14.666666666666666,6.0,6.0,12.444444444444445,14.333333333333334,4.111111111111111,4.444444444444445,3,1,13,8,2.0,1.7777777777777777,1.1111111111111112,1.1111111111111112,14.222222222222221,12.222222222222221,9.777777777777779,15.777777777777779,6.222222222222222,4.222222222222222,3.7777777777777777,4.444444444444445,2.0,1.7777777777777777,0.6666666666666666,0.4444444444444444,0.0,0.4444444444444444,0.2222222222222222,0.0,1.3333333333333333,1.1
Fulham,Man United,1,3,1.1111111111111112,1.5555555555555556,-4,14,8,6,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.3333333333333333,1.0,1.5555555555555556,1.3333333333333333,1.3333333333333333,-0.3333333333333333,0.2222222222222222,7.555555555555555,14.333333333333334,2.888888888888889,5.111111111111111,19.11111111111111,11.444444444444445,5.555555555555555,4.222222222222222,3,1,7,7,0.8888888888888888,1.5555555555555556,1.3333333333333333,1.5555555555555556,10.222222222222221,11.555555555555555,15.11111111111111,11.333333333333334,3.5555555555555554,4.444444444444445,4.0,4.0,0.8888888888888888,1.3333333333333333,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.0,0.4444444444444444,0.4444444444444444,1.3406593406593406,1.0879120879120878
Hull,Sunderland,1,0,1.2222222222222223,0.4444444444444444,7,10,19,-9,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.7777777777777778,0.7777777777777778,0.7777777777777778,1.1111111111111112,2.3333333333333335,-0.3333333333333333,-1.5555555555555556,9.333333333333334,11.666666666666666,2.5555555555555554,2.4444444444444446,15.222222222222221,13.777777777777779,4.444444444444445,5.0,0,0,8,0,0.6666666666666666,0.4444444444444444,0.2222222222222222,2.4444444444444446,8.666666666666666,6.888888888888889,13.11111111111111,13.555555555555555,2.0,1.3333333333333333,3.3333333333333335,4.888888888888889,1.7777777777777777,0.2222222222222222,0.4444444444444444,0.0,0.4444444444444444,0.2222222222222222,0.0,0.6666666666666666,1.3369565217391304,1.108695652173913
Man City,Norwich,7,0,1.7777777777777777,0.8888888888888888,8,7,18,-11,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.5555555555555556,2.3333333333333335,0.6666666666666666,1.2222222222222223,1.4444444444444444,1.1111111111111112,-0.7777777777777778,15.444444444444445,13.0,6.444444444444445,3.7777777777777777,9.222222222222221,14.555555555555555,3.2222222222222223,4.888888888888889,3,0,10,3,2.888888888888889,0.4444444444444444,0.4444444444444444,1.5555555555555556,13.777777777777779,8.222222222222221,7.111111111111111,12.666666666666666,6.222222222222222,3.111111111111111,2.2222222222222223,4.444444444444445,2.6666666666666665,0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,1.096774193548387
