HomeTeam,AwayTeam,FTHG,FTAG,HP,AP,Pdiff,HPOS,APOS,POSdiff,HW,AW,HD,AD,HL,AL,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HTSF,ATSF,HTSTF,ATSTF,HTSC,ATSC,HTSTC,ATSTC,HPR,APR,HF5,AF5,HTHGS,ATAGS,HTHGC,ATAGC,HTHSF,ATASF,HTHSC,ATASC,HTHSTF,ATASTF,HTHSTC,ATASTC,HTHP,ATAP,HTHW,ATAW,HTHD,ATAD,HTHL,ATAL,avg_HGPG,avg_AGPG
Arsenal,Watford,2,0,2.0,2.1666666666666665,-1,6,4,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.16666666666666666,2.0,1.8333333333333333,1.5,1.0,0.5,0.8333333333333334,13.166666666666666,12.166666666666666,6.166666666666667,5.0,13.5,9.666666666666666,5.833333333333333,2.8333333333333335,3,0,9,12,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,11.666666666666666,6.666666666666667,13.0,7.666666666666667,6.0,4.0,6.333333333333333,2.0,2.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,1.5666666666666667,1.3333333333333333
Chelsea,Liverpool,1,1,2.6666666666666665,3.0,-2,3,1,2,0.8333333333333334,1.0,0.8333333333333334,1.0,0.0,0.0,2.3333333333333335,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.6666666666666667,2.0,18.5,15.833333333333334,6.166666666666667,6.666666666666667,7.833333333333333,8.166666666666666,2.1666666666666665,2.5,3,3,15,15,3.0,2.0,1.0,0.6666666666666666,22.0,14.333333333333334,9.666666666666666,10.333333333333334,8.0,6.666666666666667,3.0,3.3333333333333335,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5737704918032787,1.3114754098360655
Everton,Fulham,3,0,1.0,0.8333333333333334,1,12,15,-3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,1.3333333333333333,1.3333333333333333,1.8333333333333333,2.1666666666666665,-0.5,-0.8333333333333334,11.0,14.0,4.333333333333333,5.333333333333333,11.666666666666666,16.833333333333332,4.666666666666667,7.0,0,0,6,4,1.3333333333333333,1.0,1.6666666666666667,2.6666666666666665,13.333333333333334,9.666666666666666,11.0,22.666666666666668,4.0,3.6666666666666665,4.666666666666667,8.333333333333334,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.564516129032258,1.3064516129032258
Huddersfield,Tottenham,0,2,0.3333333333333333,2.0,-10,20,5,15,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,2.0,2.3333333333333335,1.1666666666666667,-1.8333333333333333,0.8333333333333334,8.166666666666666,14.5,2.1666666666666665,5.5,15.833333333333334,13.333333333333334,5.5,4.5,0,0,2,9,0.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,8.666666666666666,17.0,11.333333333333334,17.666666666666668,1.3333333333333333,6.333333333333333,3.3333333333333335,4.666666666666667,0.3333333333333333,3.0,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1.5873015873015872,1.2857142857142858
Man City,Brighton,2,0,2.6666666666666665,0.8333333333333334,11,2,13,-11,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.0,0.5,3.1666666666666665,1.3333333333333333,0.5,1.8333333333333333,2.6666666666666665,-0.5,23.333333333333332,8.833333333333334,9.166666666666666,3.0,6.5,15.0,2.1666666666666665,5.5,3,1,13,5,3.6666666666666665,0.6666666666666666,0.6666666666666666,1.6666666666666667,28.0,8.0,5.666666666666667,18.333333333333332,10.333333333333334,2.0,2.0,6.0,3.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.5625,1.296875
Newcastle,Leicester,0,2,0.3333333333333333,1.5,-7,18,9,9,0.0,0.5,0.0,0.5,0.6666666666666666,0.5,0.6666666666666666,1.8333333333333333,1.3333333333333333,1.6666666666666667,-0.6666666666666666,0.16666666666666666,7.666666666666667,11.833333333333334,2.8333333333333335,5.333333333333333,15.666666666666666,9.833333333333334,3.8333333333333335,4.166666666666667,0,0,1,6,1.0,1.6666666666666667,2.0,2.3333333333333335,8.333333333333334,11.666666666666666,14.0,9.666666666666666,2.0,5.666666666666667,3.3333333333333335,5.333333333333333,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,1.5692307692307692,1.2769230769230768
West Ham,Man United,3,1,0.6666666666666666,1.6666666666666667,-6,17,7,10,0.16666666666666666,0.5,0.16666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.8333333333333334,1.5,1.8333333333333333,1.5,-1.0,0.0,9.5,14.166666666666666,3.3333333333333335,5.833333333333333,15.833333333333334,10.333333333333334,6.5,4.5,3,3,3,9,0.3333333333333333,2.0,1.0,1.3333333333333333,10.0,13.0,14.666666666666666,9.666666666666666,3.0,6.0,5.666666666666667,3.3333333333333335,0.3333333333333333,2.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1.5454545454545454,1.2878787878787878
Wolves,Southampton,2,0,1.5,0.8333333333333334,4,10,14,-4,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,1.0,1.0,1.0,1.5,0.0,-0.5,14.833333333333334,14.0,5.0,4.0,10.833333333333334,13.5,4.0,5.333333333333333,3,1,8,5,1.3333333333333333,1.0,1.0,1.6666666666666667,17.333333333333332,13.666666666666666,10.333333333333334,15.0,4.333333333333333,3.6666666666666665,4.333333333333333,5.666666666666667,1.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,1.5671641791044777,1.2835820895522387
Cardiff,Burnley,1,2,0.3333333333333333,0.6666666666666666,-2,19,16,3,0.0,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.5,1.1666666666666667,2.3333333333333335,1.6666666666666667,-1.8333333333333333,-0.5,9.666666666666666,10.666666666666666,2.1666666666666665,3.3333333333333335,14.166666666666666,20.333333333333332,6.5,7.0,0,0,2,1,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.6666666666666667,9.333333333333334,11.666666666666666,16.666666666666668,24.333333333333332,2.0,3.3333333333333335,9.0,7.333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.5735294117647058,1.2647058823529411
Bournemouth,Crystal Palace,2,1,1.6666666666666667,1.1666666666666667,3,8,11,-3,0.5,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,1.6666666666666667,0.6666666666666666,1.8333333333333333,1.0,-0.16666666666666666,-0.3333333333333333,13.0,11.666666666666666,4.166666666666667,4.333333333333333,13.666666666666666,14.0,4.666666666666667,4.666666666666667,3,3,10,6,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.6666666666666666,13.0,8.666666666666666,11.666666666666666,14.333333333333334,4.666666666666667,4.666666666666667,4.0,4.333333333333333,2.3333333333333335,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.565217391304348,1.2753623188405796
Brighton,West Ham,1,0,0.7142857142857143,1.0,-2,15,14,1,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.5714285714285714,1.1428571428571428,1.1428571428571428,1.8571428571428572,1.7142857142857142,-0.7142857142857143,-0.5714285714285714,8.142857142857142,9.285714285714286,2.7142857142857144,3.2857142857142856,16.857142857142858,14.857142857142858,5.857142857142857,6.142857142857143,0,1,5,4,1.7142857142857142,1.1428571428571428,1.7142857142857142,2.2857142857142856,8.285714285714286,7.714285714285714,10.0,14.571428571428571,3.4285714285714284,3.142857142857143,4.285714285714286,6.285714285714286,1.1428571428571428,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.5714285714285714,1.5714285714285714,1.2714285714285714
Burnley,Huddersfield,1,1,1.0,0.2857142857142857,5,12,20,-8,0.2857142857142857,0.0,0.2857142857142857,0.0,0.5714285714285714,0.7142857142857143,1.2857142857142858,0.42857142857142855,1.5714285714285714,2.2857142857142856,-0.2857142857142857,-1.8571428571428572,9.571428571428571,8.285714285714286,3.142857142857143,2.5714285714285716,20.142857142857142,15.0,6.714285714285714,5.571428571428571,3,0,3,2,1.4285714285714286,0.8571428571428571,1.4285714285714286,2.857142857142857,8.285714285714286,6.571428571428571,14.0,17.428571428571427,2.857142857142857,2.5714285714285716,5.714285714285714,6.571428571428571,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.5714285714285714,0.5714285714285714,1.5633802816901408,1.2535211267605635
Crystal Palace,Wolves,0,1,1.0,1.7142857142857142,-5,13,9,4,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.7142857142857143,1.1428571428571428,1.1428571428571428,0.8571428571428571,-0.42857142857142855,0.2857142857142857,11.428571428571429,14.714285714285714,4.0,5.142857142857143,13.571428571428571,11.714285714285714,4.714285714285714,4.285714285714286,1,1,4,8,0.0,0.5714285714285714,1.1428571428571428,0.8571428571428571,12.571428571428571,10.571428571428571,11.714285714285714,9.714285714285714,3.4285714285714284,4.857142857142857,4.285714285714286,3.142857142857143,0.2857142857142857,1.1428571428571428,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.2857142857142857,1.5555555555555556,1.25
Leicester,Everton,1,2,1.7142857142857142,1.2857142857142858,3,8,11,-3,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.2857142857142857,1.8571428571428572,1.5714285714285714,1.4285714285714286,1.5714285714285714,0.42857142857142855,0.0,11.857142857142858,12.142857142857142,5.285714285714286,4.571428571428571,9.285714285714286,10.857142857142858,3.7142857142857144,4.0,3,0,9,5,1.7142857142857142,1.1428571428571428,0.8571428571428571,1.7142857142857142,10.285714285714286,7.428571428571429,8.571428571428571,10.571428571428571,4.285714285714286,4.0,2.5714285714285716,4.0,1.7142857142857142,0.5714285714285714,0.5714285714285714,0.0,0.0,0.5714285714285714,0.2857142857142857,0.2857142857142857,1.5342465753424657,1.2465753424657535
Man United,Newcastle,3,2,1.4285714285714286,0.2857142857142857,8,10,18,-8,0.42857142857142855,0.0,0.42857142857142855,0.0,0.42857142857142855,0.7142857142857143,1.4285714285714286,0.5714285714285714,1.7142857142857142,1.4285714285714286,-0.2857142857142857,-0.8571428571428571,13.428571428571429,7.428571428571429,5.571428571428571,2.5714285714285716,10.0,15.142857142857142,4.285714285714286,4.0,1,1,7,2,0.8571428571428571,0.2857142857142857,1.4285714285714286,0.5714285714285714,13.142857142857142,6.0,9.428571428571429,14.857142857142858,4.857142857142857,3.142857142857143,4.857142857142857,3.7142857142857144,1.1428571428571428,0.5714285714285714,0.2857142857142857,0.0,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,1.527027027027027,1.2567567567567568
Tottenham,Cardiff,1,0,2.142857142857143,0.2857142857142857,13,4,19,-15,0.7142857142857143,0.0,0.7142857142857143,0.0,0.2857142857142857,0.7142857142857143,2.0,0.5714285714285714,1.0,2.2857142857142856,1.0,-1.7142857142857142,13.857142857142858,11.0,5.571428571428571,2.5714285714285716,12.714285714285714,12.571428571428571,4.571428571428571,5.857142857142857,3,0,9,2,1.1428571428571428,0.2857142857142857,0.8571428571428571,1.7142857142857142,10.285714285714286,8.571428571428571,7.714285714285714,10.0,4.0,2.0,3.7142857142857144,3.4285714285714284,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.5714285714285714,1.5466666666666666,1.2666666666666666
Watford,Bournemouth,0,4,1.8571428571428572,1.8571428571428572,0,6,7,-1,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,1.5714285714285714,1.7142857142857142,1.1428571428571428,1.7142857142857142,0.42857142857142855,0.0,12.285714285714286,12.714285714285714,4.857142857142857,4.285714285714286,9.571428571428571,13.142857142857142,2.7142857142857144,4.285714285714286,1,0,10,7,2.0,0.5714285714285714,1.1428571428571428,2.0,15.142857142857142,11.142857142857142,10.0,13.428571428571429,5.142857142857143,3.142857142857143,3.142857142857143,4.571428571428571,2.5714285714285716,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.0,0.0,0.2857142857142857,0.5714285714285714,1.5394736842105263,1.25
Fulham,Arsenal,1,5,0.7142857142857143,2.142857142857143,-10,17,5,12,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.7142857142857143,0.5714285714285714,0.2857142857142857,1.1428571428571428,2.0,2.2857142857142856,1.2857142857142858,-1.1428571428571428,0.7142857142857143,12.857142857142858,12.571428571428571,4.571428571428571,5.571428571428571,17.142857142857142,13.428571428571429,6.857142857142857,5.571428571428571,1,3,5,12,1.4285714285714286,2.0,1.4285714285714286,1.7142857142857142,15.714285714285714,12.571428571428571,9.428571428571429,12.0,6.0,5.428571428571429,4.857142857142857,4.571428571428571,1.1428571428571428,1.7142857142857142,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,1.5194805194805194,1.2857142857142858
Liverpool,Man City,0,0,2.7142857142857144,2.7142857142857144,0,2,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.0,2.142857142857143,3.0,0.42857142857142855,0.42857142857142855,1.7142857142857142,2.5714285714285716,15.428571428571429,24.0,6.571428571428571,9.0,8.428571428571429,6.142857142857143,2.7142857142857144,2.0,3,3,15,13,2.2857142857142856,2.2857142857142856,0.0,0.2857142857142857,14.857142857142858,16.0,5.142857142857143,6.285714285714286,5.714285714285714,6.857142857142857,1.4285714285714286,2.0,2.5714285714285716,2.0,0.8571428571428571,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,1.5128205128205128,1.3333333333333333
Southampton,Chelsea,0,3,0.7142857142857143,2.4285714285714284,-12,16,3,13,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.7142857142857143,0.5714285714285714,0.0,0.8571428571428571,2.142857142857143,1.5714285714285714,0.7142857142857143,-0.7142857142857143,1.4285714285714286,14.428571428571429,17.285714285714285,4.285714285714286,5.857142857142857,13.571428571428571,8.571428571428571,5.428571428571429,2.7142857142857144,0,1,4,13,0.8571428571428571,1.4285714285714286,1.1428571428571428,0.2857142857142857,12.285714285714286,12.857142857142858,10.285714285714286,5.142857142857143,3.7142857142857144,3.7142857142857144,4.285714285714286,1.1428571428571428,0.5714285714285714,2.0,0.0,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.0,1.4936708860759493,1.3164556962025316
Bournemouth,Southampton,0,0,2.0,0.625,11,6,16,-10,0.625,0.125,0.625,0.125,0.25,0.625,2.0,0.75,1.5,1.75,0.5,-1.0,12.375,14.5,4.625,4.5,13.25,14.5,4.0,5.5,3,0,7,4,2.5,0.75,1.25,1.75,12.5,14.5,11.25,14.75,4.75,4.25,3.5,5.75,2.5,0.75,0.75,0.25,0.25,0.0,0.0,0.75,1.475,1.3375
Cardiff,Fulham,4,2,0.25,0.625,-3,20,17,3,0.0,0.125,0.0,0.125,0.75,0.625,0.5,1.125,2.125,2.625,-1.625,-1.5,10.625,13.875,3.0,4.5,13.375,16.125,6.0,6.875,0,0,1,5,0.75,0.75,2.5,2.75,11.75,8.75,13.25,21.75,2.75,2.75,7.25,7.75,0.25,0.25,0.0,0.0,0.25,0.25,0.75,0.75,1.4567901234567902,1.3209876543209877
Chelsea,Man United,2,2,2.5,1.625,7,2,8,-6,0.75,0.5,0.75,0.5,0.0,0.375,2.25,1.625,0.625,1.75,1.625,-0.125,17.75,14.0,5.875,6.125,9.375,10.375,3.125,4.75,1,0,11,7,2.5,1.75,1.0,1.75,19.0,12.0,10.5,9.25,7.0,5.5,3.75,3.25,2.5,1.5,0.75,0.5,0.25,0.0,0.0,0.5,1.4878048780487805,1.329268292682927
Huddersfield,Liverpool,0,1,0.375,2.5,-17,18,3,15,0.0,0.75,0.0,0.75,0.625,0.0,0.5,1.875,2.125,0.375,-1.625,1.5,9.625,14.375,2.5,6.0,13.875,8.125,5.25,2.625,0,1,2,13,0.0,1.75,1.5,0.75,8.75,14.0,11.0,10.25,2.25,6.5,4.0,3.5,0.25,2.5,0.0,0.75,0.25,0.25,0.75,0.0,1.4939759036144578,1.3373493975903614
Man City,Burnley,5,0,2.5,1.0,12,1,12,-11,0.75,0.25,0.75,0.25,0.0,0.5,2.625,1.25,0.375,1.5,2.25,-0.25,21.75,9.125,8.125,3.125,6.25,20.0,2.0,6.125,3,3,13,6,3.25,1.0,0.5,1.5,28.0,9.5,5.25,23.0,9.75,3.0,1.75,6.75,3.0,1.0,1.0,0.25,0.0,0.25,0.0,0.5,1.4761904761904763,1.3333333333333333
Newcastle,Brighton,0,1,0.25,1.0,-6,19,13,6,0.0,0.25,0.0,0.25,0.75,0.5,0.75,1.125,1.625,1.625,-0.875,-0.5,8.125,8.25,3.25,2.875,15.5,16.875,4.75,5.625,0,0,1,2,0.75,0.5,2.0,1.75,7.75,7.0,13.5,20.75,1.75,1.75,3.75,6.5,0.0,0.25,0.0,0.0,0.0,0.25,1.0,0.75,1.5176470588235293,1.3176470588235294
West Ham,Tottenham,0,1,0.875,2.25,-11,15,5,10,0.25,0.75,0.25,0.75,0.625,0.25,1.0,1.875,1.625,0.875,-0.625,1.0,10.25,14.5,3.375,5.75,14.125,12.125,5.875,4.75,3,3,7,9,1.0,2.5,1.0,1.0,9.5,15.25,13.25,15.5,3.0,6.25,5.25,4.75,1.0,3.0,0.25,1.0,0.25,0.0,0.5,0.25,1.5,1.313953488372093
Wolves,Watford,0,2,1.875,1.625,2,7,9,-2,0.5,0.5,0.5,0.5,0.125,0.375,1.125,1.375,0.75,1.5,0.375,-0.125,13.75,12.5,4.75,4.5,11.625,9.625,4.25,3.25,3,0,11,7,1.5,1.0,0.75,1.0,16.5,8.25,12.0,8.0,4.75,4.0,4.75,2.0,2.0,1.0,0.5,0.25,0.5,0.25,0.0,0.25,1.4827586206896552,1.3103448275862069
Everton,Crystal Palace,2,0,1.5,0.875,5,11,14,-3,0.375,0.25,0.375,0.25,0.25,0.625,1.625,0.625,1.5,1.125,0.125,-0.5,12.75,11.375,5.0,4.0,10.5,12.75,3.75,4.375,3,0,5,4,1.75,1.25,1.25,1.0,14.75,9.0,9.75,13.5,4.5,4.0,3.5,4.5,1.75,1.5,0.5,0.5,0.25,0.0,0.25,0.5,1.4659090909090908,1.3181818181818181
Arsenal,Leicester,3,1,2.25,1.5,6,4,10,-6,0.75,0.5,0.75,0.5,0.25,0.5,2.375,1.75,1.25,1.5,1.125,0.25,12.125,11.375,5.75,4.875,14.375,10.25,5.375,4.25,3,3,15,9,1.75,1.75,0.75,1.75,11.0,11.75,13.0,8.75,5.0,5.5,5.75,4.25,2.25,1.5,0.75,0.5,0.0,0.0,0.25,0.5,1.4719101123595506,1.303370786516854
Brighton,Wolves,1,0,1.2222222222222223,1.6666666666666667,-4,12,9,3,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.2222222222222222,1.1111111111111112,1.0,1.4444444444444444,0.8888888888888888,-0.3333333333333333,0.1111111111111111,8.222222222222221,13.333333333333334,2.7777777777777777,4.333333333333333,18.0,11.333333333333334,5.666666666666667,4.111111111111111,3,3,5,13,1.5555555555555556,0.6666666666666666,1.3333333333333333,0.6666666666666666,8.444444444444445,9.777777777777779,11.555555555555555,10.0,3.5555555555555554,4.222222222222222,4.222222222222222,3.3333333333333335,1.5555555555555556,1.5555555555555556,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,1.488888888888889,1.3
Fulham,Bournemouth,0,3,0.5555555555555556,1.8888888888888888,-12,18,6,12,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.6666666666666666,0.2222222222222222,1.2222222222222223,1.7777777777777777,2.7777777777777777,1.3333333333333333,-1.5555555555555556,0.4444444444444444,13.333333333333334,12.11111111111111,4.444444444444445,4.333333333333333,16.77777777777778,12.666666666666666,6.666666666666667,4.0,0,3,2,9,1.3333333333333333,1.3333333333333333,2.2222222222222223,1.5555555555555556,16.88888888888889,10.88888888888889,9.333333333333334,13.555555555555555,5.555555555555555,4.0,5.333333333333333,4.0,0.8888888888888888,1.3333333333333333,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.0,0.4444444444444444,0.4444444444444444,1.4835164835164836,1.2857142857142858
Leicester,West Ham,1,1,1.3333333333333333,0.7777777777777778,5,11,14,-3,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.6666666666666666,1.6666666666666667,0.8888888888888888,1.6666666666666667,1.5555555555555556,0.0,-0.6666666666666666,11.0,10.555555555555555,4.555555555555555,3.4444444444444446,11.222222222222221,13.666666666666666,4.444444444444445,5.444444444444445,0,0,6,7,1.5555555555555556,0.8888888888888888,1.1111111111111112,2.0,9.777777777777779,9.777777777777779,10.444444444444445,13.333333333333334,3.7777777777777777,3.3333333333333335,3.7777777777777777,5.777777777777778,1.3333333333333333,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.0,0.0,0.4444444444444444,0.6666666666666666,1.4673913043478262,1.3043478260869565
Liverpool,Cardiff,4,1,2.5555555555555554,0.5555555555555556,18,2,17,-15,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.0,0.6666666666666666,1.7777777777777777,0.8888888888888888,0.3333333333333333,2.111111111111111,1.4444444444444444,-1.2222222222222223,14.0,11.88888888888889,5.555555555555555,3.2222222222222223,8.666666666666666,12.88888888888889,2.4444444444444446,5.777777777777778,1,0,11,0,1.7777777777777777,0.2222222222222222,0.0,1.5555555555555556,13.11111111111111,8.444444444444445,5.333333333333333,12.0,4.888888888888889,2.888888888888889,1.5555555555555556,4.222222222222222,2.2222222222222223,0.2222222222222222,0.6666666666666666,0.0,0.2222222222222222,0.2222222222222222,0.0,0.6666666666666666,1.4623655913978495,1.3010752688172043
