HomeTeam,AwayTeam,FTHG,FTAG,HP,AP,Pdiff,HPOS,APOS,POSdiff,HW,AW,HD,AD,HL,AL,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HTSF,ATSF,HTSTF,ATSTF,HTSC,ATSC,HTSTC,ATSTC,HPR,APR,HF5,AF5,HTHGS,ATAGS,HTHGC,ATAGC,HTHSF,ATASF,HTHSC,ATASC,HTHSTF,ATASTF,HTHSTC,ATASTC,HTHP,ATAP,HTHW,ATAW,HTHD,ATAD,HTHL,ATAL,avg_HGPG,avg_AGPG
Sheffield United,Liverpool,0,1,1.3333333333333333,3.0,-10,10,1,9,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,1.1666666666666667,2.8333333333333335,1.0,0.8333333333333334,0.16666666666666666,2.0,9.666666666666666,16.166666666666668,2.6666666666666665,6.166666666666667,11.5,10.5,4.0,2.6666666666666665,0,3,5,15,0.6666666666666666,2.3333333333333335,1.0,0.6666666666666666,13.333333333333334,12.0,9.0,11.333333333333334,3.3333333333333335,5.333333333333333,4.333333333333333,2.3333333333333335,1.0,3.0,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.0,1.65,1.2833333333333334
Aston Villa,Burnley,2,2,0.6666666666666666,1.3333333333333333,-4,18,9,9,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,1.5,1.1666666666666667,-0.5,0.16666666666666666,11.666666666666666,11.333333333333334,5.0,3.6666666666666665,18.5,14.0,4.0,4.666666666666667,1,1,4,5,1.0,1.0,0.6666666666666666,1.3333333333333333,13.0,12.666666666666666,12.333333333333334,15.666666666666666,5.0,3.3333333333333335,2.0,5.333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.6229508196721312,1.278688524590164
Bournemouth,West Ham,2,2,1.6666666666666667,1.8333333333333333,-1,6,5,1,0.5,0.5,0.5,0.5,0.3333333333333333,0.16666666666666666,1.8333333333333333,1.3333333333333333,1.6666666666666667,1.1666666666666667,0.16666666666666666,0.16666666666666666,10.333333333333334,11.333333333333334,4.166666666666667,5.166666666666667,16.833333333333332,13.333333333333334,5.166666666666667,4.5,3,1,7,8,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,12.0,12.333333333333334,13.666666666666666,16.333333333333332,5.333333333333333,4.666666666666667,4.333333333333333,4.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.6290322580645162,1.2903225806451613
Chelsea,Brighton,2,0,1.3333333333333333,1.0,2,11,15,-4,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,2.0,0.8333333333333334,2.1666666666666665,1.3333333333333333,-0.16666666666666666,-0.5,16.0,11.5,5.5,3.3333333333333335,9.0,10.666666666666666,3.6666666666666665,3.5,3,1,8,5,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,13.333333333333334,9.0,8.666666666666666,12.333333333333334,4.0,2.6666666666666665,2.6666666666666665,4.333333333333333,0.6666666666666666,1.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.6349206349206349,1.3015873015873016
Crystal Palace,Norwich,2,0,1.3333333333333333,1.0,2,12,16,-4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.5,1.1666666666666667,2.3333333333333335,-0.5,-0.8333333333333334,10.5,9.833333333333334,4.0,4.333333333333333,14.0,17.333333333333332,3.3333333333333335,6.666666666666667,0,3,7,6,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.6666666666666665,13.666666666666666,10.333333333333334,11.333333333333334,15.333333333333334,3.6666666666666665,3.3333333333333335,3.0,7.0,1.6666666666666667,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,1.0,1.640625,1.28125
Tottenham,Southampton,2,1,1.3333333333333333,1.1666666666666667,1,7,13,-6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,2.0,1.0,1.3333333333333333,1.5,0.6666666666666666,-0.5,14.666666666666666,13.833333333333334,4.833333333333333,4.166666666666667,16.333333333333332,13.5,6.333333333333333,4.666666666666667,3,3,8,7,2.3333333333333335,1.0,0.6666666666666666,1.0,20.333333333333332,11.333333333333334,8.666666666666666,13.0,4.666666666666667,4.666666666666667,4.333333333333333,3.6666666666666665,2.0,2.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,1.646153846153846,1.2615384615384615
Wolves,Watford,2,0,0.6666666666666666,0.3333333333333333,2,19,20,-1,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.1666666666666667,0.6666666666666666,1.8333333333333333,3.0,-0.6666666666666666,-2.3333333333333335,10.666666666666666,15.166666666666666,3.1666666666666665,3.6666666666666665,13.333333333333334,14.0,3.8333333333333335,5.833333333333333,0,1,3,2,1.3333333333333333,0.3333333333333333,2.3333333333333335,3.3333333333333335,11.333333333333334,8.666666666666666,12.333333333333334,17.666666666666668,2.6666666666666665,3.0,4.0,6.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6515151515151516,1.2575757575757576
Everton,Man City,1,3,1.1666666666666667,2.1666666666666665,-6,14,2,12,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.16666666666666666,0.8333333333333334,4.0,1.5,1.0,-0.6666666666666666,3.0,13.166666666666666,21.833333333333332,3.3333333333333335,8.166666666666666,7.333333333333333,6.0,3.1666666666666665,3.5,0,0,7,10,1.3333333333333333,3.3333333333333335,1.3333333333333333,1.3333333333333333,14.333333333333334,19.333333333333332,6.0,7.333333333333333,3.6666666666666665,7.333333333333333,2.6666666666666665,4.333333333333333,2.0,2.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,1.6567164179104477,1.2388059701492538
Leicester,Newcastle,5,0,1.8333333333333333,0.8333333333333334,6,3,17,-14,0.5,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.5,1.3333333333333333,0.6666666666666666,0.8333333333333334,1.3333333333333333,0.5,-0.6666666666666666,12.5,9.833333333333334,3.5,3.0,9.833333333333334,15.0,3.5,4.5,0,0,8,4,1.6666666666666667,1.0,0.6666666666666666,2.0,14.666666666666666,8.666666666666666,9.0,17.666666666666668,4.333333333333333,2.3333333333333335,2.6666666666666665,6.333333333333333,2.3333333333333335,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,1.6470588235294117,1.2647058823529411
Man United,Arsenal,1,1,1.3333333333333333,1.8333333333333333,-3,8,4,4,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,1.3333333333333333,1.8333333333333333,1.0,1.6666666666666667,0.3333333333333333,0.16666666666666666,13.666666666666666,15.0,4.333333333333333,5.333333333333333,9.333333333333334,18.333333333333332,3.8333333333333335,6.166666666666667,3,1,8,8,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,14.333333333333334,9.0,10.666666666666666,21.666666666666668,4.333333333333333,3.0,4.333333333333333,4.666666666666667,2.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.6956521739130435,1.2463768115942029
Brighton,Tottenham,3,0,0.8571428571428571,1.5714285714285714,-5,16,6,10,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.7142857142857143,2.0,1.4285714285714286,1.2857142857142858,-0.7142857142857143,0.7142857142857143,11.0,13.857142857142858,3.0,4.714285714285714,12.571428571428571,16.0,4.428571428571429,6.285714285714286,1,0,3,5,0.5714285714285714,1.4285714285714286,1.1428571428571428,1.7142857142857142,12.0,7.714285714285714,7.714285714285714,20.571428571428573,3.4285714285714284,4.285714285714286,2.2857142857142856,7.142857142857143,0.5714285714285714,0.5714285714285714,0.0,0.0,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,1.6857142857142857,1.2428571428571429
Burnley,Everton,1,0,1.2857142857142858,1.0,2,11,15,-4,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,1.4285714285714286,0.8571428571428571,1.2857142857142858,1.7142857142857142,0.14285714285714285,-0.8571428571428571,11.142857142857142,13.0,3.5714285714285716,4.0,14.285714285714286,9.142857142857142,4.428571428571429,4.0,3,0,5,6,1.4285714285714286,0.2857142857142857,0.8571428571428571,1.4285714285714286,8.571428571428571,10.285714285714286,10.571428571428571,7.428571428571429,3.4285714285714284,2.5714285714285716,3.4285714285714284,3.142857142857143,1.7142857142857142,0.2857142857142857,0.5714285714285714,0.0,0.0,0.2857142857142857,0.2857142857142857,0.5714285714285714,1.704225352112676,1.2253521126760563
Liverpool,Leicester,2,1,3.0,2.0,7,1,3,-2,1.0,0.5714285714285714,1.0,0.5714285714285714,0.0,0.14285714285714285,2.5714285714285716,1.8571428571428572,0.7142857142857143,0.7142857142857143,1.8571428571428572,1.1428571428571428,16.142857142857142,12.571428571428571,5.857142857142857,3.7142857142857144,10.714285714285714,8.857142857142858,2.5714285714285716,3.0,3,3,15,10,2.857142857142857,0.8571428571428571,0.8571428571428571,0.8571428571428571,17.428571428571427,8.857142857142858,8.285714285714286,9.142857142857142,6.0,2.2857142857142856,2.5714285714285716,3.7142857142857144,2.5714285714285716,1.1428571428571428,0.8571428571428571,0.2857142857142857,0.0,0.2857142857142857,0.0,0.2857142857142857,1.6944444444444444,1.2083333333333333
Norwich,Aston Villa,1,5,0.8571428571428571,0.7142857142857143,1,17,18,-1,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.7142857142857143,0.5714285714285714,1.2857142857142858,1.1428571428571428,2.2857142857142856,1.5714285714285714,-1.0,-0.42857142857142855,9.857142857142858,12.285714285714286,4.142857142857143,4.714285714285714,17.0,17.285714285714285,6.142857142857143,3.857142857142857,0,0,6,4,2.2857142857142856,0.8571428571428571,1.7142857142857142,2.0,8.0,8.857142857142858,16.571428571428573,21.142857142857142,4.571428571428571,4.285714285714286,5.428571428571429,5.142857142857143,1.7142857142857142,0.0,0.5714285714285714,0.0,0.0,0.0,0.2857142857142857,0.8571428571428571,1.6986301369863013,1.2054794520547945
Watford,Sheffield United,0,0,0.2857142857142857,1.1428571428571428,-6,20,12,8,0.0,0.2857142857142857,0.0,0.2857142857142857,0.7142857142857143,0.42857142857142855,0.5714285714285714,1.0,2.857142857142857,1.0,-2.2857142857142856,0.0,15.0,10.0,3.857142857142857,2.5714285714285716,12.857142857142858,12.142857142857142,5.285714285714286,4.0,0,3,2,7,0.8571428571428571,1.4285714285714286,2.2857142857142856,0.8571428571428571,18.571428571428573,5.142857142857143,8.857142857142858,12.0,3.7142857142857144,1.7142857142857142,4.857142857142857,3.142857142857143,0.2857142857142857,1.4285714285714286,0.0,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.0,1.6891891891891893,1.2567567567567568
West Ham,Crystal Palace,1,2,1.7142857142857142,1.5714285714285714,1,5,9,-4,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.2857142857142857,1.4285714285714286,0.8571428571428571,1.2857142857142858,1.0,0.14285714285714285,-0.14285714285714285,12.142857142857142,11.142857142857142,5.285714285714286,3.857142857142857,13.285714285714286,13.428571428571429,4.571428571428571,3.2857142857142856,3,1,11,7,1.1428571428571428,0.5714285714285714,1.4285714285714286,1.7142857142857142,8.857142857142858,6.285714285714286,8.857142857142858,14.285714285714286,4.857142857142857,3.7142857142857144,4.285714285714286,3.142857142857143,1.7142857142857142,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.0,0.0,0.2857142857142857,0.5714285714285714,1.6666666666666667,1.24
Arsenal,Bournemouth,1,0,1.7142857142857142,1.5714285714285714,1,4,8,-4,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.2857142857142857,1.7142857142857142,1.8571428571428572,1.5714285714285714,1.7142857142857142,0.14285714285714285,0.14285714285714285,14.285714285714286,10.714285714285714,5.285714285714286,4.285714285714286,18.0,16.857142857142858,5.857142857142857,5.285714285714286,3,3,8,9,2.0,1.7142857142857142,1.4285714285714286,1.4285714285714286,18.0,7.428571428571429,12.857142857142858,17.142857142857142,6.571428571428571,2.5714285714285716,6.571428571428571,5.142857142857143,2.0,1.7142857142857142,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.0,0.0,0.2857142857142857,1.6578947368421053,1.25
Man City,Wolves,0,2,2.2857142857142856,1.0,9,2,13,-11,0.7142857142857143,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.2857142857142857,3.857142857142857,1.2857142857142858,1.0,1.5714285714285714,2.857142857142857,-0.2857142857142857,21.571428571428573,10.0,8.285714285714286,3.0,6.857142857142857,13.428571428571429,4.142857142857143,4.0,3,1,10,3,4.0,0.8571428571428571,0.5714285714285714,1.1428571428571428,20.857142857142858,8.571428571428571,4.0,12.285714285714286,7.714285714285714,3.142857142857143,2.2857142857142856,3.142857142857143,2.0,0.5714285714285714,0.5714285714285714,0.0,0.2857142857142857,0.5714285714285714,0.0,0.2857142857142857,1.6493506493506493,1.2337662337662338
Southampton,Chelsea,1,4,1.0,1.5714285714285714,-4,14,7,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.2857142857142857,1.0,2.0,1.5714285714285714,1.8571428571428572,-0.5714285714285714,0.14285714285714285,13.857142857142858,17.142857142857142,4.428571428571429,6.142857142857143,12.857142857142858,8.857142857142858,4.571428571428571,3.2857142857142856,0,0,7,8,0.8571428571428571,2.2857142857142856,1.7142857142857142,2.2857142857142856,14.0,16.0,12.0,8.0,3.142857142857143,6.0,4.857142857142857,4.0,0.2857142857142857,1.7142857142857142,0.0,0.5714285714285714,0.2857142857142857,0.0,0.5714285714285714,0.2857142857142857,1.6282051282051282,1.2435897435897436
Newcastle,Man United,1,0,0.7142857142857143,1.2857142857142858,-4,19,10,9,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.5714285714285714,1.2857142857142858,1.8571428571428572,1.0,-1.2857142857142858,0.2857142857142857,8.857142857142858,14.0,2.5714285714285716,4.285714285714286,14.714285714285714,9.428571428571429,4.571428571428571,4.0,1,0,5,5,0.2857142857142857,0.5714285714285714,0.5714285714285714,1.1428571428571428,9.428571428571429,11.142857142857142,10.571428571428571,6.857142857142857,3.142857142857143,3.7142857142857144,2.2857142857142856,2.857142857142857,0.5714285714285714,0.5714285714285714,0.0,0.0,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,1.620253164556962,1.2784810126582278
Everton,West Ham,2,0,0.875,1.5,-5,18,8,10,0.25,0.375,0.25,0.375,0.625,0.25,0.75,1.375,1.625,1.375,-0.875,0.0,12.75,11.75,3.75,5.125,9.125,12.5,3.875,4.5,0,1,3,11,1.25,1.5,1.75,1.0,13.75,13.5,9.5,15.5,4.75,5.0,4.25,4.25,1.5,1.5,0.5,0.25,0.0,0.75,0.5,0.0,1.6125,1.2625
Aston Villa,Brighton,2,1,1.0,1.125,-1,15,14,1,0.25,0.25,0.25,0.25,0.5,0.375,1.625,1.0,1.5,1.25,0.125,-0.25,13.5,11.75,5.625,3.375,17.75,12.0,4.0,4.25,1,0,5,2,1.25,0.75,1.0,1.5,13.75,8.75,11.75,15.25,4.5,2.25,2.25,5.75,1.25,1.0,0.25,0.25,0.5,0.25,0.25,0.5,1.617283950617284,1.2469135802469136
Bournemouth,Norwich,0,0,1.375,0.75,5,10,19,-9,0.375,0.25,0.375,0.25,0.375,0.75,1.625,1.25,1.625,2.625,0.0,-1.375,10.625,11.25,4.0,4.25,16.25,17.625,4.875,6.875,1,0,7,3,1.75,0.25,1.75,2.5,12.25,10.25,14.5,15.25,5.25,3.25,4.75,6.0,1.25,0.0,0.25,0.0,0.5,0.0,0.25,1.0,1.6219512195121952,1.2439024390243902
Chelsea,Newcastle,1,0,1.75,1.0,6,5,16,-11,0.5,0.25,0.5,0.25,0.25,0.5,2.25,0.625,1.75,1.625,0.5,-1.0,16.625,9.25,6.25,2.5,9.0,14.375,3.25,4.375,3,0,10,5,1.5,0.75,1.25,2.75,16.0,7.25,8.5,16.5,5.5,1.75,2.25,6.0,1.25,0.75,0.25,0.25,0.5,0.0,0.25,0.75,1.6024096385542168,1.2289156626506024
Leicester,Burnley,2,1,1.75,1.5,2,4,7,-3,0.5,0.375,0.5,0.375,0.25,0.25,1.75,1.375,0.875,1.125,0.875,0.25,11.25,10.875,3.375,3.5,10.0,13.875,3.625,4.125,3,1,12,6,2.5,1.25,0.5,1.5,14.25,12.0,7.5,15.75,4.5,3.25,2.0,4.75,2.5,0.75,0.75,0.0,0.25,0.75,0.0,0.25,1.5952380952380953,1.2142857142857142
Tottenham,Watford,1,1,1.375,0.375,8,9,20,-11,0.375,0.0,0.375,0.0,0.375,0.625,1.75,0.5,1.5,2.5,0.25,-2.0,13.125,14.125,4.5,3.625,16.125,12.375,6.25,5.0,3,0,7,2,2.25,0.25,0.75,3.0,17.5,10.0,10.0,14.75,4.5,3.5,4.75,5.0,2.25,0.25,0.75,0.0,0.0,0.25,0.25,0.75,1.6,1.2117647058823529
Wolves,Southampton,1,1,1.25,0.875,3,11,17,-6,0.25,0.25,0.25,0.25,0.25,0.625,1.375,1.0,1.375,1.875,0.0,-0.875,9.625,13.375,2.875,4.25,14.0,12.875,3.75,4.875,3,0,5,7,1.5,1.0,1.75,1.25,10.0,12.0,12.75,12.0,2.5,5.0,4.25,3.75,1.25,1.5,0.25,0.5,0.5,0.0,0.25,0.5,1.5930232558139534,1.2093023255813953
Crystal Palace,Man City,0,2,1.75,2.0,-2,6,2,4,0.5,0.625,0.5,0.625,0.25,0.25,1.0,3.375,1.0,1.125,0.0,2.25,10.625,21.125,3.875,7.5,12.875,6.875,3.375,3.875,3,3,10,12,1.0,3.25,0.25,1.25,14.0,19.5,11.0,8.5,3.5,7.75,3.0,5.25,2.0,2.25,0.5,0.75,0.5,0.0,0.0,0.25,1.5862068965517242,1.206896551724138
Man United,Liverpool,1,1,1.125,3.0,-15,12,1,11,0.25,1.0,0.25,1.0,0.375,0.0,1.125,2.5,1.0,0.75,0.125,1.75,13.75,16.375,4.125,6.125,9.75,9.625,3.75,2.375,1,3,5,15,1.75,2.0,0.75,0.5,14.75,13.0,10.5,11.5,4.25,5.0,4.5,2.25,1.75,3.0,0.5,1.0,0.25,0.0,0.25,0.0,1.5681818181818181,1.2159090909090908
Sheffield United,Arsenal,1,0,1.125,1.875,-6,13,3,10,0.25,0.5,0.25,0.5,0.375,0.125,0.875,1.625,0.875,1.375,0.0,0.25,9.875,14.0,2.625,4.875,11.625,17.0,3.75,5.375,0,1,4,6,0.5,1.25,1.0,1.5,13.0,9.25,10.75,20.25,3.0,3.5,4.25,4.5,0.75,1.25,0.25,0.25,0.0,0.5,0.75,0.25,1.5617977528089888,1.2134831460674158
Southampton,Leicester,0,9,0.8888888888888888,1.8888888888888888,-9,17,3,14,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.2222222222222222,1.0,1.7777777777777777,1.7777777777777777,0.8888888888888888,-0.7777777777777778,0.8888888888888888,13.444444444444445,12.11111111111111,4.333333333333333,3.3333333333333335,11.88888888888889,10.333333333333334,4.444444444444445,3.6666666666666665,0,0,4,9,0.8888888888888888,0.8888888888888888,2.2222222222222223,1.1111111111111112,13.11111111111111,7.333333333333333,12.222222222222221,11.11111111111111,3.111111111111111,2.0,5.333333333333333,4.666666666666667,0.2222222222222222,0.8888888888888888,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.4444444444444444,1.5555555555555556,1.2
Man City,Aston Villa,3,0,2.111111111111111,1.2222222222222223,8,2,12,-10,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.2222222222222222,0.4444444444444444,3.2222222222222223,1.6666666666666667,1.0,1.4444444444444444,2.2222222222222223,0.2222222222222222,21.11111111111111,14.666666666666666,7.777777777777778,5.888888888888889,6.888888888888889,18.0,3.6666666666666665,4.111111111111111,0,3,9,5,3.111111111111111,1.7777777777777777,0.8888888888888888,1.7777777777777777,20.22222222222222,11.777777777777779,4.666666666666667,21.11111111111111,6.444444444444445,6.0,2.2222222222222223,5.111111111111111,1.5555555555555556,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.6666666666666666,1.5384615384615385,1.2857142857142858
Brighton,Everton,3,2,1.0,1.1111111111111112,-1,16,15,1,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,1.0,0.8888888888888888,1.3333333333333333,1.4444444444444444,-0.3333333333333333,-0.5555555555555556,12.666666666666666,13.444444444444445,3.5555555555555554,4.444444444444445,13.333333333333334,9.0,4.666666666666667,3.888888888888889,3,0,5,3,1.1111111111111112,0.2222222222222222,0.8888888888888888,1.3333333333333333,13.11111111111111,10.444444444444445,7.777777777777778,7.777777777777778,4.0,2.4444444444444446,2.4444444444444446,3.111111111111111,1.1111111111111112,0.2222222222222222,0.2222222222222222,0.0,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.6666666666666666,1.5543478260869565,1.2717391304347827
Watford,Bournemouth,0,0,0.4444444444444444,1.3333333333333333,-8,20,9,11,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.5555555555555556,1.4444444444444444,2.3333333333333335,1.4444444444444444,-1.7777777777777777,0.0,13.333333333333334,10.666666666666666,3.4444444444444446,3.7777777777777777,12.333333333333334,15.555555555555555,4.666666666666667,4.444444444444445,1,0,3,7,0.6666666666666666,1.3333333333333333,1.7777777777777777,1.3333333333333333,16.22222222222222,8.0,8.88888888888889,16.0,3.3333333333333335,2.4444444444444446,4.444444444444445,4.444444444444445,0.4444444444444444,1.3333333333333333,0.0,0.4444444444444444,0.4444444444444444,0.0,0.4444444444444444,0.4444444444444444,1.5698924731182795,1.2795698924731183
