HomeTeam,AwayTeam,FTHG,FTAG,HP,AP,Pdiff,HPOS,APOS,POSdiff,HW,AW,HD,AD,HL,AL,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HTSF,ATSF,HTSTF,ATSTF,HTSC,ATSC,HTSTC,ATSTC,HPR,APR,HF5,AF5,HTHGS,ATAGS,HTHGC,ATAGC,HTHSF,ATASF,HTHSC,ATASC,HTHSTF,ATASTF,HTHSTC,ATASTC,HTHP,ATAP,HTHW,ATAW,HTHD,ATAD,HTHL,ATAL,avg_HGPG,avg_AGPG
Tottenham,Liverpool,2,1,2.3333333333333335,2.6666666666666665,-2,4,2,2,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.0,0.0,2.5,2.5,1.1666666666666667,0.8333333333333334,1.3333333333333333,1.6666666666666667,18.833333333333332,17.166666666666668,7.166666666666667,5.333333333333333,13.333333333333334,12.833333333333334,5.0,4.333333333333333,3,3,13,13,1.3333333333333333,2.0,0.3333333333333333,1.0,15.0,12.666666666666666,9.666666666666666,14.666666666666666,5.333333333333333,3.6666666666666665,3.6666666666666665,4.666666666666667,2.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.5909090909090908,1.4848484848484849
Nott'm Forest,Brentford,1,1,1.1666666666666667,1.0,1,12,13,-1,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,1.1666666666666667,1.5,1.5,1.5,-0.3333333333333333,0.0,10.333333333333334,14.0,3.3333333333333335,4.333333333333333,13.0,13.666666666666666,4.666666666666667,4.333333333333333,1,0,7,6,1.0,1.0,0.6666666666666666,0.3333333333333333,10.0,9.333333333333334,5.666666666666667,6.333333333333333,2.6666666666666665,3.3333333333333335,2.0,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,1.5970149253731343,1.4776119402985075
Fulham,Chelsea,0,2,1.3333333333333333,0.8333333333333334,3,11,14,-3,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.8333333333333334,0.8333333333333334,1.6666666666666667,1.0,-0.8333333333333334,-0.16666666666666666,9.333333333333334,15.166666666666666,3.0,4.666666666666667,12.666666666666666,11.833333333333334,6.333333333333333,3.6666666666666665,3,1,7,5,0.3333333333333333,0.3333333333333333,1.0,1.0,7.666666666666667,10.333333333333334,8.0,8.333333333333334,1.3333333333333333,3.3333333333333335,3.3333333333333335,3.3333333333333335,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.588235294117647,1.4705882352941178
Luton,Burnley,1,2,0.6666666666666666,0.16666666666666666,3,17,19,-2,0.16666666666666666,0.0,0.16666666666666666,0.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666,2.0,2.5,-1.1666666666666667,-1.8333333333333333,12.0,10.166666666666666,2.1666666666666665,2.6666666666666665,15.666666666666666,16.333333333333332,5.5,6.666666666666667,1,0,1,1,0.6666666666666666,0.3333333333333333,1.0,1.0,12.0,6.0,4.0,11.333333333333334,1.6666666666666667,1.6666666666666667,2.0,4.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.565217391304348,1.4782608695652173
Luton,Tottenham,0,1,0.5714285714285714,2.4285714285714284,-13,17,2,15,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.0,0.8571428571428571,2.4285714285714284,2.0,1.1428571428571428,-1.1428571428571428,1.2857142857142858,12.857142857142858,19.571428571428573,2.2857142857142856,7.285714285714286,15.428571428571429,13.142857142857142,5.285714285714286,4.857142857142857,3,1,4,13,0.8571428571428571,3.142857142857143,1.4285714285714286,1.7142857142857142,15.428571428571429,19.428571428571427,7.428571428571429,14.571428571428571,2.2857142857142856,7.714285714285714,2.857142857142857,5.428571428571429,0.2857142857142857,2.2857142857142856,0.0,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.0,1.5571428571428572,1.4857142857142858
Burnley,Chelsea,1,4,0.5714285714285714,1.1428571428571428,-4,18,11,7,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.42857142857142855,0.8571428571428571,1.0,2.2857142857142856,0.8571428571428571,-1.4285714285714286,0.14285714285714285,10.714285714285714,14.571428571428571,2.857142857142857,4.571428571428571,16.571428571428573,11.571428571428571,6.142857142857143,3.5714285714285716,0,0,1,4,0.8571428571428571,0.8571428571428571,3.4285714285714284,0.8571428571428571,12.285714285714286,12.0,18.285714285714285,10.0,3.142857142857143,4.0,8.0,3.7142857142857144,0.0,1.1428571428571428,0.0,0.2857142857142857,0.0,0.2857142857142857,1.1428571428571428,0.2857142857142857,1.5352112676056338,1.4788732394366197
Everton,Bournemouth,3,0,0.5714285714285714,0.42857142857142855,1,16,19,-3,0.14285714285714285,0.0,0.14285714285714285,0.0,0.7142857142857143,0.5714285714285714,0.8571428571428571,0.7142857142857143,1.7142857142857142,2.142857142857143,-0.8571428571428571,-1.4285714285714286,15.428571428571429,11.857142857142858,5.142857142857143,3.857142857142857,11.428571428571429,17.428571428571427,3.857142857142857,6.285714285714286,3,0,4,2,0.2857142857142857,1.1428571428571428,1.4285714285714286,2.2857142857142856,18.571428571428573,10.571428571428571,12.0,17.142857142857142,6.285714285714286,4.0,2.857142857142857,6.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,1.1428571428571428,0.5714285714285714,1.5277777777777777,1.5138888888888888
Fulham,Sheffield United,3,1,1.1428571428571428,0.14285714285714285,7,13,20,-7,0.2857142857142857,0.0,0.2857142857142857,0.0,0.42857142857142855,0.8571428571428571,0.7142857142857143,0.7142857142857143,1.7142857142857142,2.7142857142857144,-1.0,-2.0,9.428571428571429,9.428571428571429,3.0,3.142857142857143,12.428571428571429,22.285714285714285,6.0,8.714285714285714,1,0,5,1,0.2857142857142857,0.5714285714285714,1.4285714285714286,1.7142857142857142,9.428571428571429,8.571428571428571,10.0,18.285714285714285,2.0,2.857142857142857,4.0,6.571428571428571,0.8571428571428571,0.0,0.2857142857142857,0.0,0.0,0.0,0.5714285714285714,0.8571428571428571,1.547945205479452,1.4931506849315068
Man United,Brentford,2,1,1.2857142857142858,1.0,2,10,14,-4,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.2857142857142857,1.0,1.4285714285714286,1.5714285714285714,1.4285714285714286,-0.5714285714285714,0.0,15.571428571428571,14.571428571428571,4.571428571428571,4.428571428571429,13.714285714285714,12.571428571428571,5.0,3.857142857142857,3,0,6,5,1.4285714285714286,1.1428571428571428,1.7142857142857142,0.5714285714285714,18.857142857142858,13.142857142857142,14.285714285714286,7.142857142857143,5.714285714285714,4.285714285714286,5.714285714285714,1.4285714285714286,1.7142857142857142,1.1428571428571428,0.5714285714285714,0.2857142857142857,0.0,0.2857142857142857,0.5714285714285714,0.2857142857142857,1.5675675675675675,1.4864864864864864
Crystal Palace,Nott'm Forest,0,0,1.5714285714285714,1.1428571428571428,3,9,12,-3,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,1.0,1.1428571428571428,1.0,1.4285714285714286,0.0,-0.2857142857142857,12.857142857142858,9.714285714285714,4.857142857142857,3.0,13.0,13.714285714285714,3.2857142857142856,4.714285714285714,1,0,5,7,0.8571428571428571,1.1428571428571428,0.8571428571428571,2.0,10.571428571428571,9.142857142857142,10.285714285714286,17.428571428571427,4.571428571428571,3.4285714285714284,3.4285714285714284,6.285714285714286,1.1428571428571428,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.8571428571428571,1.5733333333333333,1.48
Brighton,Liverpool,2,2,2.142857142857143,2.2857142857142856,-1,6,4,2,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.14285714285714285,2.7142857142857144,2.2857142857142856,2.0,1.0,0.7142857142857143,1.2857142857142858,16.714285714285715,16.428571428571427,7.285714285714286,5.142857142857143,13.0,14.428571428571429,4.285714285714286,4.857142857142857,3,3,12,15,3.142857142857143,2.0,1.7142857142857142,1.4285714285714286,22.857142857142858,14.285714285714286,12.0,19.428571428571427,9.142857142857142,4.285714285714286,3.4285714285714284,6.285714285714286,2.5714285714285716,2.0,0.8571428571428571,0.5714285714285714,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.5526315789473684,1.4605263157894737
West Ham,Newcastle,2,2,1.8571428571428572,1.7142857142857142,1,7,8,-1,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.42857142857142855,1.8571428571428572,2.5714285714285716,1.4285714285714286,1.0,0.42857142857142855,1.5714285714285714,12.285714285714286,15.285714285714286,4.428571428571429,7.0,19.857142857142858,11.714285714285714,6.285714285714286,3.5714285714285716,0,3,9,6,1.7142857142857142,2.5714285714285716,1.1428571428571428,1.1428571428571428,10.857142857142858,10.857142857142858,17.714285714285715,10.857142857142858,5.142857142857143,5.142857142857143,6.0,3.142857142857143,1.7142857142857142,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.0,0.0,0.2857142857142857,0.5714285714285714,1.5584415584415585,1.4675324675324675
Wolves,Aston Villa,1,1,1.0,2.142857142857143,-8,15,5,10,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.5714285714285714,0.2857142857142857,1.1428571428571428,2.5714285714285716,1.8571428571428572,1.5714285714285714,-0.7142857142857143,1.0,11.285714285714286,14.857142857142858,3.2857142857142856,6.142857142857143,17.285714285714285,11.285714285714286,6.714285714285714,4.428571428571429,1,3,4,12,1.1428571428571428,1.4285714285714286,2.2857142857142856,2.5714285714285716,8.571428571428571,16.0,15.714285714285714,15.142857142857142,2.2857142857142856,6.285714285714286,6.285714285714286,6.571428571428571,0.8571428571428571,1.7142857142857142,0.2857142857142857,0.5714285714285714,0.0,0.0,0.5714285714285714,0.5714285714285714,1.564102564102564,1.4743589743589745
Arsenal,Man City,1,0,2.4285714285714284,2.5714285714285716,-1,3,1,2,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.0,0.14285714285714285,2.142857142857143,2.4285714285714284,0.8571428571428571,0.7142857142857143,1.2857142857142858,1.7142857142857142,15.142857142857142,18.142857142857142,6.285714285714286,7.571428571428571,9.571428571428571,6.285714285714286,2.2857142857142856,2.142857142857143,1,3,11,15,2.5714285714285716,2.5714285714285716,1.7142857142857142,1.1428571428571428,18.285714285714285,28.285714285714285,10.571428571428571,6.0,8.285714285714286,11.428571428571429,3.4285714285714284,2.0,2.2857142857142856,2.5714285714285716,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.0,0.0,0.2857142857142857,1.5569620253164558,1.4683544303797469
Liverpool,Everton,2,0,2.125,0.875,10,4,16,-12,0.625,0.25,0.625,0.25,0.125,0.625,2.25,1.125,1.125,1.5,1.125,-0.375,16.125,16.625,5.0,5.5,14.375,11.375,4.625,3.875,0,0,12,4,2.25,1.25,0.5,1.75,16.25,10.75,8.25,9.5,5.25,3.5,3.0,4.25,2.25,1.0,0.75,0.25,0.0,0.25,0.0,0.25,1.55,1.45
Bournemouth,Wolves,1,2,0.375,1.0,-5,19,14,5,0.0,0.25,0.0,0.25,0.625,0.5,0.625,1.125,2.25,1.75,-1.625,-0.625,11.75,10.875,3.875,3.25,18.375,17.375,6.5,6.375,0,3,2,7,0.25,1.0,1.75,1.25,11.5,12.25,15.5,16.5,3.25,3.75,5.75,6.25,0.5,1.0,0.0,0.25,0.5,0.25,0.5,0.5,1.5555555555555556,1.4320987654320987
Brentford,Burnley,3,0,0.875,0.5,3,15,18,-3,0.125,0.125,0.125,0.125,0.375,0.75,1.375,0.875,1.5,2.5,-0.125,-1.625,14.125,10.625,4.25,2.875,13.625,15.625,4.375,6.0,1,3,3,4,1.5,0.75,2.0,1.0,14.0,8.0,15.75,13.0,4.0,2.25,5.5,3.75,0.75,1.0,0.0,0.25,0.75,0.25,0.25,0.25,1.548780487804878,1.4390243902439024
Man City,Brighton,2,1,2.25,2.0,2,3,6,-3,0.75,0.625,0.75,0.625,0.25,0.25,2.125,2.625,0.75,2.0,1.375,0.625,16.375,16.375,6.75,6.75,7.0,13.125,2.125,4.25,0,0,12,9,2.0,2.0,0.25,2.0,7.0,9.25,5.75,12.25,3.25,4.75,2.0,4.5,2.25,1.5,0.75,0.5,0.0,0.0,0.0,0.25,1.5662650602409638,1.4216867469879517
Newcastle,Crystal Palace,4,0,1.625,1.5,1,8,9,-1,0.5,0.375,0.5,0.375,0.375,0.25,2.5,0.875,1.125,0.875,1.375,0.0,14.625,12.25,6.5,4.5,10.875,13.375,3.5,3.5,3,3,9,8,2.25,1.0,0.75,1.0,17.25,13.25,11.0,13.75,7.75,4.5,3.5,2.75,2.25,1.75,0.75,0.5,0.0,0.25,0.25,0.25,1.5714285714285714,1.4166666666666667
Nott'm Forest,Luton,2,2,1.125,0.5,5,13,17,-4,0.25,0.125,0.25,0.125,0.375,0.75,1.0,0.75,1.25,1.875,-0.25,-1.125,10.5,12.75,3.25,2.25,13.0,15.375,4.375,5.125,1,0,5,4,1.0,0.75,0.75,2.25,9.0,9.0,8.75,20.5,2.25,2.0,2.75,6.75,1.25,0.75,0.25,0.25,0.5,0.0,0.0,0.75,1.6,1.4
Chelsea,Arsenal,2,2,1.375,2.5,-9,11,2,9,0.375,0.75,0.375,0.75,0.375,0.0,1.375,2.0,0.875,0.75,0.5,1.25,13.875,14.75,4.625,5.75,11.375,8.875,3.5,2.125,3,3,7,11,1.0,1.5,0.75,0.0,15.0,10.5,11.5,7.5,4.5,3.75,3.0,1.0,1.0,2.25,0.25,0.75,0.25,0.0,0.5,0.0,1.6046511627906976,1.4069767441860466
Sheffield United,Man United,1,2,0.125,1.5,-11,20,10,10,0.0,0.5,0.0,0.5,0.875,0.5,0.75,1.125,2.75,1.5,-2.0,-0.375,8.875,16.25,3.0,5.0,22.0,13.375,8.375,4.75,0,0,1,6,0.75,0.5,3.25,1.25,9.0,10.75,23.0,11.5,3.0,3.0,9.5,3.75,0.25,0.75,0.0,0.25,0.25,0.0,0.75,0.5,1.6091954022988506,1.4137931034482758
Aston Villa,West Ham,4,1,2.0,1.75,2,5,7,-2,0.625,0.5,0.625,0.5,0.25,0.25,2.375,1.875,1.5,1.5,0.875,0.375,15.25,11.375,5.875,4.25,10.875,18.625,4.25,5.875,3,3,12,9,3.25,1.75,0.5,1.5,12.0,12.0,6.5,19.25,5.25,3.25,2.0,5.75,2.25,1.75,0.75,0.5,0.0,0.25,0.0,0.25,1.6022727272727273,1.4204545454545454
Tottenham,Fulham,2,0,2.5,1.375,9,1,12,-11,0.75,0.375,0.75,0.375,0.0,0.375,2.25,1.0,1.0,1.625,1.25,-0.625,19.0,10.75,6.875,3.375,13.0,11.5,4.5,5.5,3,0,13,5,1.5,1.0,0.5,1.75,17.25,8.25,10.25,13.0,6.0,3.5,3.75,7.0,2.25,1.25,0.75,0.25,0.0,0.5,0.0,0.25,1.6292134831460674,1.4157303370786516
Crystal Palace,Tottenham,1,2,1.3333333333333333,2.5555555555555554,-11,11,1,10,0.3333333333333333,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.3333333333333333,0.0,0.7777777777777778,2.2222222222222223,1.2222222222222223,0.8888888888888888,-0.4444444444444444,1.3333333333333333,12.777777777777779,18.555555555555557,4.333333333333333,6.666666666666667,13.0,12.666666666666666,3.888888888888889,4.333333333333333,1,3,8,13,0.6666666666666666,2.6666666666666665,0.6666666666666666,1.3333333333333333,10.0,18.444444444444443,11.555555555555555,14.0,4.0,6.888888888888889,3.7777777777777777,4.666666666666667,1.1111111111111112,2.4444444444444446,0.2222222222222222,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.0,1.6333333333333333,1.4
Chelsea,Brentford,0,2,1.3333333333333333,1.1111111111111112,2,10,14,-4,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333,1.4444444444444444,1.5555555555555556,1.0,1.3333333333333333,0.4444444444444444,0.2222222222222222,13.555555555555555,15.11111111111111,4.666666666666667,4.888888888888889,11.555555555555555,12.777777777777779,3.4444444444444446,4.0,3,0,7,2,1.3333333333333333,1.1111111111111112,1.1111111111111112,0.8888888888888888,15.777777777777779,12.666666666666666,13.11111111111111,10.222222222222221,5.111111111111111,4.0,3.3333333333333335,2.888888888888889,1.1111111111111112,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.4444444444444444,1.6263736263736264,1.4065934065934067
Arsenal,Sheffield United,5,0,2.3333333333333335,0.1111111111111111,20,3,20,-17,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.8888888888888888,2.0,0.7777777777777778,0.8888888888888888,2.6666666666666665,1.1111111111111112,-1.8888888888888888,14.555555555555555,9.222222222222221,5.444444444444445,3.3333333333333335,9.11111111111111,21.11111111111111,2.4444444444444446,8.0,3,0,13,1,2.2222222222222223,0.6666666666666666,1.3333333333333333,2.0,16.88888888888889,7.777777777777778,9.11111111111111,18.666666666666668,6.888888888888889,2.6666666666666665,2.888888888888889,6.444444444444445,2.4444444444444446,0.0,0.6666666666666666,0.0,0.4444444444444444,0.0,0.0,0.8888888888888888,1.608695652173913,1.4130434782608696
Bournemouth,Burnley,2,1,0.3333333333333333,0.4444444444444444,-1,19,18,1,0.0,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.7777777777777778,2.2222222222222223,2.5555555555555554,-1.5555555555555556,-1.7777777777777777,11.222222222222221,10.11111111111111,3.888888888888889,2.6666666666666665,18.555555555555557,16.444444444444443,6.555555555555555,6.444444444444445,0,0,2,4,0.4444444444444444,0.6666666666666666,2.0,1.5555555555555556,11.777777777777779,8.444444444444445,18.22222222222222,16.666666666666668,3.7777777777777777,2.2222222222222223,6.666666666666667,5.555555555555555,0.4444444444444444,0.8888888888888888,0.0,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.6666666666666666,0.4444444444444444,1.6451612903225807,1.3978494623655915
