HomeTeam,AwayTeam,FTHG,FTAG,HP,AP,Pdiff,HPOS,APOS,POSdiff,HW,AW,HD,AD,HL,AL,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HTSF,ATSF,HTSTF,ATSTF,HTSC,ATSC,HTSTC,ATSTC,HPR,APR,HF5,AF5,HTHGS,ATAGS,HTHGC,ATAGC,HTHSF,ATASF,HTHSC,ATASC,HTHSTF,ATASTF,HTHSTC,ATASTC,HTHP,ATAP,HTHW,ATAW,HTHD,ATAD,HTHL,ATAL,avg_HGPG,avg_AGPG
Bournemouth,Leicester,0,0,0.5,0.6666666666666666,-1,19,17,2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666,1.5,1.8333333333333333,2.0,-1.1666666666666667,-0.5,9.0,10.166666666666666,2.6666666666666665,3.5,15.333333333333334,18.0,6.0,5.666666666666667,3,1,3,4,1.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,10.0,9.0,15.666666666666666,21.333333333333332,2.6666666666666665,2.6666666666666665,5.666666666666667,6.666666666666667,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.35,1.1666666666666667
Chelsea,Man City,0,1,2.1666666666666665,2.6666666666666665,-3,3,1,2,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.0,2.0,3.5,0.8333333333333334,0.3333333333333333,1.1666666666666667,3.1666666666666665,13.666666666666666,19.666666666666668,4.833333333333333,7.333333333333333,11.166666666666666,7.333333333333333,2.8333333333333335,1.8333333333333333,1,3,10,13,1.3333333333333333,3.3333333333333335,1.0,0.3333333333333333,16.666666666666668,20.333333333333332,9.333333333333334,7.333333333333333,5.666666666666667,7.333333333333333,2.3333333333333335,2.0,1.3333333333333333,3.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.3278688524590163,1.1475409836065573
Huddersfield,Tottenham,0,4,1.5,1.8333333333333333,-2,8,4,4,0.3333333333333333,0.5,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,0.8333333333333334,1.6666666666666667,0.5,0.8333333333333334,0.3333333333333333,0.8333333333333334,10.833333333333334,20.0,3.6666666666666665,6.0,11.166666666666666,9.0,3.1666666666666665,2.1666666666666665,1,1,8,8,0.6666666666666666,2.6666666666666665,0.3333333333333333,0.6666666666666666,12.666666666666666,16.0,9.666666666666666,9.333333333333334,4.0,5.666666666666667,3.0,2.6666666666666665,1.6666666666666667,3.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.0,1.3064516129032258,1.1451612903225807
Man United,Crystal Palace,4,0,2.6666666666666665,0.0,16,2,20,-18,0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,1.0,2.8333333333333335,0.0,0.3333333333333333,2.1666666666666665,2.5,-2.1666666666666665,17.333333333333332,12.666666666666666,6.666666666666667,2.6666666666666665,9.5,13.333333333333334,3.0,6.166666666666667,3,0,13,0,3.3333333333333335,0.0,0.0,2.3333333333333335,20.0,10.666666666666666,9.0,17.333333333333332,6.666666666666667,2.0,2.6666666666666665,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.2857142857142858,1.1904761904761905
Stoke,Southampton,2,1,0.8333333333333334,1.3333333333333333,-3,16,11,5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.8333333333333334,0.6666666666666666,1.6666666666666667,0.8333333333333334,-0.8333333333333334,-0.16666666666666666,12.0,14.166666666666666,3.0,3.1666666666666665,12.666666666666666,11.833333333333334,4.5,4.0,0,3,5,8,1.0,0.3333333333333333,2.0,0.0,11.333333333333334,6.333333333333333,14.333333333333334,10.0,3.6666666666666665,2.3333333333333335,6.0,3.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.328125,1.171875
West Brom,Watford,2,2,1.3333333333333333,1.8333333333333333,-3,12,6,6,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.6666666666666666,1.5,1.0,1.6666666666666667,-0.3333333333333333,-0.16666666666666666,9.833333333333334,10.5,2.6666666666666665,3.1666666666666665,13.666666666666666,13.833333333333334,2.8333333333333335,3.8333333333333335,1,0,8,8,0.6666666666666666,2.0,0.3333333333333333,0.3333333333333333,10.666666666666666,13.0,11.333333333333334,8.333333333333334,3.0,4.666666666666667,1.6666666666666667,2.0,1.6666666666666667,3.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.0,1.3384615384615384,1.1692307692307693
West Ham,Swansea,1,0,0.6666666666666666,0.8333333333333334,-1,18,15,3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,1.0,0.5,2.1666666666666665,1.1666666666666667,-1.1666666666666667,-0.6666666666666666,11.833333333333334,6.833333333333333,3.3333333333333335,1.8333333333333333,13.833333333333334,18.666666666666668,4.5,5.5,1,1,4,5,1.3333333333333333,0.6666666666666666,1.0,0.0,9.666666666666666,5.0,8.333333333333334,23.666666666666668,2.3333333333333335,1.0,2.3333333333333335,4.333333333333333,1.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,1.3484848484848484,1.1818181818181819
Arsenal,Brighton,2,0,1.6666666666666667,1.1666666666666667,3,7,13,-6,0.5,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,1.5,0.8333333333333334,1.3333333333333333,1.1666666666666667,0.16666666666666666,-0.3333333333333333,16.166666666666668,9.166666666666666,5.5,2.8333333333333335,10.333333333333334,13.333333333333334,4.333333333333333,3.1666666666666665,1,0,7,4,3.0,0.3333333333333333,1.0,1.3333333333333333,20.0,10.0,6.666666666666667,12.333333333333334,8.333333333333334,2.0,2.6666666666666665,2.3333333333333335,3.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.3432835820895523,1.164179104477612
Everton,Burnley,0,1,1.1666666666666667,1.5,-2,14,9,5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.6666666666666666,1.0,1.8333333333333333,0.8333333333333334,-1.1666666666666667,0.16666666666666666,9.0,9.5,2.3333333333333335,2.8333333333333335,14.166666666666666,20.333333333333332,5.166666666666667,4.666666666666667,0,1,4,8,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,11.0,9.333333333333334,10.666666666666666,27.333333333333332,3.0,4.0,3.6666666666666665,6.666666666666667,2.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,1.3529411764705883,1.1470588235294117
Newcastle,Liverpool,1,1,1.5,1.8333333333333333,-2,10,5,5,0.5,0.5,0.5,0.5,0.5,0.16666666666666666,1.0,2.0,0.8333333333333334,1.8333333333333333,0.16666666666666666,0.16666666666666666,13.666666666666666,20.5,5.333333333333333,7.666666666666667,10.5,8.5,3.8333333333333335,3.8333333333333335,3,1,9,8,1.6666666666666667,2.0,1.0,3.3333333333333335,12.0,15.666666666666666,13.0,11.333333333333334,4.666666666666667,4.666666666666667,4.333333333333333,6.0,2.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.144927536231884
Burnley,West Ham,1,1,1.7142857142857142,1.0,5,7,15,-8,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.5714285714285714,1.0,1.0,0.7142857142857143,1.8571428571428572,0.2857142857142857,-0.8571428571428571,8.857142857142858,11.428571428571429,2.7142857142857144,3.4285714285714284,20.714285714285715,12.714285714285714,4.571428571428571,4.0,1,0,6,4,0.2857142857142857,0.5714285714285714,0.2857142857142857,2.857142857142857,8.285714285714286,12.0,11.428571428571429,16.571428571428573,1.4285714285714286,3.7142857142857144,2.2857142857142856,5.714285714285714,1.1428571428571428,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.8571428571428571,1.3285714285714285,1.1428571428571428
Crystal Palace,Chelsea,2,1,0.0,1.8571428571428572,-13,20,4,16,0.0,0.5714285714285714,0.0,0.5714285714285714,1.0,0.2857142857142857,0.0,1.7142857142857142,2.4285714285714284,0.8571428571428571,-2.4285714285714284,0.8571428571428571,11.714285714285714,12.285714285714286,2.4285714285714284,4.428571428571429,14.0,12.0,6.285714285714286,3.2857142857142856,0,3,0,13,0.0,2.2857142857142856,1.7142857142857142,0.5714285714285714,12.571428571428571,9.142857142857142,8.0,11.142857142857142,2.857142857142857,3.4285714285714284,3.7142857142857144,2.857142857142857,0.0,2.5714285714285716,0.0,0.8571428571428571,0.0,0.0,0.8571428571428571,0.0,1.323943661971831,1.1408450704225352
Liverpool,Man United,0,0,1.7142857142857142,2.7142857142857144,-7,6,2,4,0.42857142857142855,0.8571428571428571,0.42857142857142855,0.8571428571428571,0.14285714285714285,0.0,1.8571428571428572,3.0,1.7142857142857142,0.2857142857142857,0.14285714285714285,2.7142857142857144,20.0,17.428571428571427,6.857142857142857,6.714285714285714,8.428571428571429,9.0,4.0,2.7142857142857144,3,3,10,13,1.7142857142857142,2.0,0.2857142857142857,0.5714285714285714,21.714285714285715,12.571428571428571,4.857142857142857,8.571428571428571,9.142857142857142,5.714285714285714,1.4285714285714286,2.857142857142857,2.0,2.0,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.0,0.0,1.3333333333333333,1.1388888888888888
Man City,Stoke,7,2,2.7142857142857144,1.1428571428571428,11,1,13,-12,0.8571428571428571,0.2857142857142857,0.8571428571428571,0.2857142857142857,0.0,0.42857142857142855,3.142857142857143,1.0,0.2857142857142857,1.5714285714285714,2.857142857142857,-0.5714285714285714,19.285714285714285,12.714285714285714,7.142857142857143,3.4285714285714284,6.857142857142857,13.857142857142858,1.8571428571428572,4.285714285714286,3,0,13,5,3.142857142857143,0.5714285714285714,0.2857142857142857,1.1428571428571428,16.285714285714285,10.857142857142858,6.285714285714286,9.428571428571429,6.285714285714286,2.0,1.4285714285714286,2.5714285714285716,2.0,0.2857142857142857,0.5714285714285714,0.0,0.2857142857142857,0.2857142857142857,0.0,0.5714285714285714,1.3150684931506849,1.1232876712328768
Swansea,Huddersfield,2,0,0.7142857142857143,1.2857142857142858,-4,18,11,7,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.7142857142857143,1.1428571428571428,1.0,-0.7142857142857143,-0.2857142857142857,6.714285714285714,10.142857142857142,1.7142857142857142,3.2857142857142856,17.285714285714285,11.571428571428571,5.285714285714286,3.7142857142857144,0,1,4,6,0.2857142857142857,0.8571428571428571,2.0,0.5714285714285714,7.428571428571429,7.714285714285714,11.714285714285714,10.857142857142858,2.2857142857142856,2.857142857142857,5.714285714285714,2.857142857142857,0.0,1.1428571428571428,0.0,0.2857142857142857,0.0,0.2857142857142857,0.8571428571428571,0.2857142857142857,1.3918918918918919,1.135135135135135
Tottenham,Bournemouth,1,0,2.0,0.5714285714285714,10,3,19,-16,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.7142857142857143,2.0,0.5714285714285714,0.7142857142857143,1.5714285714285714,1.2857142857142858,-1.0,19.142857142857142,10.428571428571429,6.142857142857143,2.857142857142857,8.571428571428571,14.285714285714286,2.0,5.285714285714286,3,0,8,3,0.5714285714285714,0.2857142857142857,0.8571428571428571,1.7142857142857142,20.571428571428573,6.857142857142857,7.428571428571429,12.857142857142858,5.428571428571429,2.2857142857142856,1.4285714285714286,5.428571428571429,0.5714285714285714,0.0,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.8571428571428571,1.4,1.12
Watford,Arsenal,2,1,1.7142857142857142,1.8571428571428572,-1,8,5,3,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.2857142857142857,1.5714285714285714,1.5714285714285714,1.7142857142857142,1.1428571428571428,-0.14285714285714285,0.42857142857142855,11.142857142857142,17.428571428571427,3.142857142857143,6.428571428571429,13.142857142857142,10.142857142857142,3.857142857142857,3.857142857142857,3,3,10,7,0.8571428571428571,0.0,2.5714285714285716,1.4285714285714286,6.857142857142857,10.571428571428571,16.571428571428573,12.0,1.4285714285714286,2.2857142857142856,4.857142857142857,5.142857142857143,0.5714285714285714,0.2857142857142857,0.0,0.0,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.5714285714285714,1.394736842105263,1.105263157894737
Brighton,Everton,1,1,1.0,1.0,0,14,16,-2,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,1.2857142857142858,1.7142857142857142,-0.5714285714285714,-1.1428571428571428,9.142857142857142,11.0,2.5714285714285716,2.5714285714285716,15.0,12.857142857142858,4.428571428571429,4.714285714285714,3,3,7,4,1.1428571428571428,0.2857142857142857,0.8571428571428571,2.0,7.142857142857143,6.0,12.285714285714286,15.142857142857142,3.142857142857143,1.4285714285714286,3.4285714285714284,5.714285714285714,1.7142857142857142,0.2857142857142857,0.5714285714285714,0.0,0.0,0.2857142857142857,0.2857142857142857,0.5714285714285714,1.4025974025974026,1.103896103896104
Southampton,Newcastle,2,2,1.1428571428571428,1.4285714285714286,-2,12,9,3,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.7142857142857143,1.0,1.0,0.8571428571428571,-0.2857142857142857,0.14285714285714285,15.142857142857142,12.857142857142858,3.142857142857143,5.285714285714286,12.571428571428571,11.428571428571429,4.285714285714286,3.5714285714285716,0,0,7,9,0.8571428571428571,0.2857142857142857,1.4285714285714286,0.5714285714285714,18.857142857142858,13.142857142857142,11.714285714285714,6.857142857142857,3.4285714285714284,5.142857142857143,4.285714285714286,2.857142857142857,1.1428571428571428,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.5714285714285714,0.5714285714285714,1.3974358974358974,1.1025641025641026
Leicester,West Brom,1,1,0.7142857142857143,1.2857142857142858,-4,17,10,7,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.2857142857142857,1.2857142857142858,0.8571428571428571,1.7142857142857142,1.1428571428571428,-0.42857142857142855,-0.2857142857142857,9.857142857142858,9.714285714285714,3.142857142857143,2.857142857142857,18.142857142857142,13.857142857142858,5.428571428571429,2.857142857142857,0,0,4,5,1.4285714285714286,0.5714285714285714,1.4285714285714286,1.4285714285714286,9.714285714285714,7.714285714285714,12.571428571428571,13.714285714285714,3.7142857142857144,2.0,4.0,3.4285714285714284,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.0,0.0,0.5714285714285714,0.5714285714285714,1.4050632911392404,1.1139240506329113
West Ham,Brighton,0,3,1.0,1.0,0,15,14,1,0.25,0.25,0.25,0.25,0.5,0.5,1.0,0.75,1.75,1.25,-0.75,-0.5,11.0,9.5,3.75,2.625,13.625,14.75,4.125,4.625,3,0,7,7,1.25,0.25,0.75,1.5,9.5,9.75,7.75,15.5,2.75,1.75,2.0,4.75,1.5,0.25,0.5,0.0,0.0,0.25,0.25,0.75,1.4,1.1125
Chelsea,Watford,4,2,1.625,1.875,-2,5,4,1,0.5,0.5,0.5,0.5,0.375,0.125,1.625,1.625,1.0,1.625,0.625,0.0,12.625,11.125,4.5,3.0,12.25,12.625,3.5,4.125,0,1,10,8,1.0,2.0,1.0,0.75,13.5,13.5,11.25,8.5,4.75,4.25,3.25,2.5,1.0,2.5,0.25,0.75,0.25,0.25,0.5,0.0,1.382716049382716,1.1358024691358024
Huddersfield,Man United,2,1,1.125,2.5,-11,12,2,10,0.25,0.75,0.25,0.75,0.375,0.0,0.625,2.625,1.125,0.25,-0.5,2.375,9.75,16.0,3.125,6.0,11.0,10.25,3.625,3.0,0,3,3,13,0.5,1.75,1.25,0.5,11.0,12.5,10.75,12.25,3.25,5.25,4.0,3.75,1.25,2.0,0.25,0.5,0.5,0.5,0.25,0.0,1.4146341463414633,1.146341463414634
Man City,Burnley,3,0,2.75,1.625,9,1,7,-6,0.875,0.375,0.875,0.375,0.0,0.125,3.625,1.0,0.5,0.75,3.125,0.25,19.375,10.25,7.625,3.0,6.625,19.125,1.75,4.75,3,3,15,9,4.5,1.5,0.75,1.0,19.25,8.25,6.75,26.25,8.25,3.5,1.5,6.0,2.5,2.0,0.75,0.5,0.25,0.5,0.0,0.0,1.4216867469879517,1.144578313253012
Newcastle,Crystal Palace,1,0,1.375,0.375,8,9,20,-11,0.375,0.125,0.375,0.125,0.375,0.875,1.125,0.25,1.0,2.25,0.125,-2.0,13.625,12.0,5.25,2.75,11.5,14.125,3.375,6.125,1,0,10,0,1.5,0.0,1.0,2.75,11.0,9.5,14.0,17.5,4.75,1.75,3.75,7.75,1.75,0.0,0.5,0.0,0.25,0.0,0.25,1.0,1.4404761904761905,1.130952380952381
Southampton,West Brom,1,0,1.125,1.25,-1,11,10,1,0.25,0.25,0.25,0.25,0.375,0.25,0.875,0.875,1.125,1.125,-0.25,-0.25,14.75,9.125,3.0,2.625,13.375,13.5,4.375,2.875,0,1,4,3,1.25,0.75,1.75,1.5,19.5,8.0,15.0,14.75,3.5,2.0,5.0,3.75,1.25,1.0,0.25,0.25,0.5,0.25,0.5,0.5,1.4352941176470588,1.1176470588235294
Stoke,Bournemouth,1,2,1.0,0.5,4,17,19,-2,0.25,0.125,0.25,0.125,0.5,0.75,1.125,0.5,2.25,1.5,-1.125,-1.0,11.75,9.75,3.125,2.625,14.625,14.75,5.125,5.375,3,1,5,4,1.25,0.25,1.75,1.75,12.75,7.25,16.0,15.75,4.25,2.25,5.25,6.25,1.75,0.0,0.5,0.0,0.25,0.0,0.25,1.0,1.430232558139535,1.1046511627906976
Swansea,Leicester,1,2,1.0,0.75,2,13,18,-5,0.25,0.125,0.25,0.125,0.5,0.5,0.625,1.25,1.0,1.625,-0.375,-0.375,6.75,10.0,1.875,3.125,16.0,16.5,4.875,4.875,0,1,4,2,0.75,1.0,1.75,1.75,8.25,8.75,12.0,20.75,2.75,2.25,5.5,6.0,0.75,0.5,0.25,0.0,0.0,0.5,0.75,0.5,1.4252873563218391,1.1149425287356323
Everton,Arsenal,2,5,1.0,1.625,-5,16,6,10,0.25,0.5,0.25,0.5,0.5,0.375,0.625,1.5,1.625,1.25,-1.0,0.25,11.25,16.375,3.0,6.375,12.75,10.25,4.5,3.625,0,3,3,10,0.75,0.25,1.25,1.75,14.0,11.5,9.25,13.25,3.25,3.5,3.25,5.0,1.5,0.25,0.5,0.0,0.0,0.25,0.5,0.75,1.4204545454545454,1.125
Tottenham,Liverpool,4,1,2.125,1.625,4,3,8,-5,0.625,0.375,0.625,0.375,0.125,0.125,1.875,1.625,0.625,1.5,1.25,0.125,19.0,19.875,6.125,6.625,8.125,8.125,1.875,3.625,3,1,11,8,0.75,1.75,0.75,2.75,22.5,16.0,7.75,10.5,6.25,4.0,1.5,5.75,1.25,1.25,0.25,0.25,0.5,0.5,0.25,0.25,1.4269662921348314,1.1685393258426966
Arsenal,Swansea,2,1,1.7777777777777777,0.8888888888888888,8,5,15,-10,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.5555555555555556,1.8888888888888888,0.6666666666666666,1.3333333333333333,1.1111111111111112,0.5555555555555556,-0.4444444444444444,17.88888888888889,8.11111111111111,7.222222222222222,2.111111111111111,10.0,15.444444444444445,3.5555555555555554,5.0,0,3,10,4,2.4444444444444446,0.4444444444444444,0.6666666666666666,0.2222222222222222,18.88888888888889,4.666666666666667,6.444444444444445,17.77777777777778,8.222222222222221,0.8888888888888888,2.0,3.7777777777777777,2.6666666666666665,1.1111111111111112,0.8888888888888888,0.2222222222222222,0.0,0.4444444444444444,0.0,0.2222222222222222,1.4555555555555555,1.1666666666666667
Bournemouth,Chelsea,0,1,0.7777777777777778,1.7777777777777777,-9,19,4,15,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.8888888888888888,1.4444444444444444,1.1111111111111112,-0.7777777777777778,0.7777777777777778,9.444444444444445,12.777777777777779,2.6666666666666665,4.888888888888889,14.222222222222221,12.666666666666666,5.0,3.6666666666666665,0,0,4,7,0.6666666666666666,2.0,1.1111111111111112,0.8888888888888888,10.88888888888889,10.444444444444445,12.222222222222221,11.777777777777779,2.6666666666666665,3.7777777777777777,4.0,3.3333333333333335,0.8888888888888888,2.0,0.2222222222222222,0.6666666666666666,0.2222222222222222,0.0,0.4444444444444444,0.2222222222222222,1.4615384615384615,1.164835164835165
Crystal Palace,West Ham,2,2,0.3333333333333333,0.8888888888888888,-5,20,16,4,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.8888888888888888,0.5555555555555556,0.2222222222222222,0.8888888888888888,2.111111111111111,1.8888888888888888,-1.8888888888888888,-1.0,11.777777777777779,11.555555555555555,2.4444444444444446,3.5555555555555554,13.333333333333334,12.88888888888889,5.777777777777778,4.222222222222222,3,1,3,8,0.4444444444444444,0.6666666666666666,1.5555555555555556,2.4444444444444446,12.88888888888889,11.11111111111111,9.555555555555555,17.333333333333332,3.3333333333333335,4.222222222222222,4.0,5.555555555555555,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.0,0.0,0.4444444444444444,0.6666666666666666,0.6666666666666666,1.4456521739130435,1.1630434782608696
Liverpool,Huddersfield,3,0,1.4444444444444444,1.3333333333333333,1,8,11,-3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.3333333333333333,1.5555555555555556,0.7777777777777778,1.7777777777777777,1.1111111111111112,-0.2222222222222222,-0.3333333333333333,19.0,9.222222222222221,6.666666666666667,3.111111111111111,8.777777777777779,10.777777777777779,3.888888888888889,3.5555555555555554,1,0,6,2,1.3333333333333333,0.6666666666666666,0.2222222222222222,0.8888888888888888,21.11111111111111,7.555555555555555,5.111111111111111,10.0,8.222222222222221,2.6666666666666665,1.3333333333333333,2.888888888888889,1.7777777777777777,0.8888888888888888,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.0,0.4444444444444444,1.4516129032258065,1.1720430107526882
