HomeTeam,AwayTeam,FTHG,FTAG,HP,AP,Pdiff,HPOS,APOS,POSdiff,HW,AW,HD,AD,HL,AL,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HTSF,ATSF,HTSTF,ATSTF,HTSC,ATSC,HTSTC,ATSTC,HPR,APR,HF5,AF5,HTHGS,ATAGS,HTHGC,ATAGC,HTHSF,ATASF,HTHSC,ATASC,HTHSTF,ATASTF,HTHSTC,ATASTC,HTHP,ATAP,HTHW,ATAW,HTHD,ATAD,HTHL,ATAL,avg_HGPG,avg_AGPG
Wolves,Man City,0,3,1.0,2.3333333333333335,-8,14,2,12,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.5,3.3333333333333335,0.6666666666666666,1.0,-0.16666666666666666,2.3333333333333335,12.666666666666666,17.0,3.3333333333333335,6.166666666666667,11.666666666666666,5.666666666666667,3.3333333333333335,2.0,1,3,3,13,0.6666666666666666,2.0,0.3333333333333333,1.3333333333333333,8.0,16.0,14.0,7.0,2.3333333333333335,5.333333333333333,3.3333333333333335,2.6666666666666665,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,1.8225806451612903,1.096774193548387
Newcastle,Bournemouth,1,1,1.1666666666666667,1.1666666666666667,0,11,13,-2,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,1.1666666666666667,0.8333333333333334,1.0,3.0,0.16666666666666666,-2.1666666666666665,14.666666666666666,5.666666666666667,5.166666666666667,2.0,15.166666666666666,15.833333333333334,6.0,5.666666666666667,0,1,6,4,1.6666666666666667,1.0,1.0,5.0,19.333333333333332,5.333333333333333,15.0,16.333333333333332,7.333333333333333,2.0,6.333333333333333,7.333333333333333,1.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,1.7936507936507937,1.126984126984127
Tottenham,Leicester,6,2,2.3333333333333335,0.16666666666666666,13,3,20,-17,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.8333333333333334,2.0,1.3333333333333333,0.8333333333333334,2.6666666666666665,1.1666666666666667,-1.3333333333333333,15.5,9.833333333333334,6.333333333333333,3.1666666666666665,14.333333333333334,12.5,2.6666666666666665,4.833333333333333,1,0,11,1,2.3333333333333335,1.6666666666666667,0.6666666666666666,3.6666666666666665,17.333333333333332,9.666666666666666,13.0,16.333333333333332,7.333333333333333,3.6666666666666665,2.6666666666666665,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.78125,1.125
Brentford,Arsenal,0,3,1.5,2.5,-6,8,1,7,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.16666666666666666,0.16666666666666666,2.5,2.3333333333333335,1.5,1.1666666666666667,1.0,1.1666666666666667,12.666666666666666,17.166666666666668,5.166666666666667,5.833333333333333,15.166666666666666,7.833333333333333,5.833333333333333,2.8333333333333335,1,3,6,15,3.3333333333333335,2.0,1.0,1.0,15.333333333333334,13.333333333333334,15.333333333333334,8.666666666666666,6.666666666666667,3.6666666666666665,5.666666666666667,3.0,2.3333333333333335,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.8461538461538463,1.1384615384615384
Everton,West Ham,1,0,0.6666666666666666,0.6666666666666666,0,16,18,-2,0.0,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,1.0,1.3333333333333333,-0.3333333333333333,-0.8333333333333334,12.833333333333334,10.833333333333334,4.666666666666667,3.0,16.166666666666668,11.333333333333334,5.5,3.3333333333333335,1,1,3,4,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,13.666666666666666,10.666666666666666,17.333333333333332,10.0,5.0,3.3333333333333335,6.333333333333333,4.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.8181818181818181,1.1666666666666667
Arsenal,Tottenham,3,1,2.5,2.3333333333333335,1,1,3,-2,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,2.3333333333333335,2.0,1.1666666666666667,0.8333333333333334,1.1666666666666667,1.1666666666666667,17.166666666666668,15.5,5.833333333333333,6.333333333333333,7.833333333333333,14.333333333333334,2.8333333333333335,2.6666666666666665,3,1,15,11,2.6666666666666665,1.6666666666666667,1.3333333333333333,1.0,21.0,13.666666666666666,7.0,15.666666666666666,8.0,5.333333333333333,2.6666666666666665,2.6666666666666665,3.0,1.6666666666666667,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,1.8059701492537314,1.1492537313432836
Bournemouth,Brentford,0,0,1.1666666666666667,1.5,-2,13,8,5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.8333333333333334,2.5,3.0,1.5,-2.1666666666666665,1.0,5.666666666666667,12.666666666666666,2.0,5.166666666666667,15.833333333333334,15.166666666666666,5.666666666666667,5.833333333333333,1,1,4,6,0.6666666666666666,1.6666666666666667,1.0,2.0,6.0,10.0,15.333333333333334,15.0,2.0,3.6666666666666665,4.0,6.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.8235294117647058,1.1470588235294117
Crystal Palace,Chelsea,1,2,1.0,1.6666666666666667,-4,15,6,9,0.16666666666666666,0.5,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.1666666666666667,1.3333333333333333,1.5,1.5,-0.3333333333333333,-0.16666666666666666,11.333333333333334,11.666666666666666,4.833333333333333,3.6666666666666665,16.166666666666668,10.333333333333334,4.166666666666667,5.0,1,0,5,7,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,13.333333333333334,13.0,10.666666666666666,9.666666666666666,5.0,4.333333333333333,3.3333333333333335,5.666666666666667,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,1.7971014492753623,1.1304347826086956
Fulham,Newcastle,1,4,1.5714285714285714,1.1428571428571428,3,7,11,-4,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,1.7142857142857142,1.1428571428571428,1.5714285714285714,1.0,0.14285714285714285,0.14285714285714285,11.571428571428571,15.428571428571429,4.428571428571429,5.428571428571429,13.428571428571429,14.428571428571429,5.0,5.571428571428571,0,1,7,4,2.0,0.5714285714285714,1.4285714285714286,0.8571428571428571,10.571428571428571,8.571428571428571,8.857142857142858,13.142857142857142,4.285714285714286,2.5714285714285716,3.7142857142857144,4.857142857142857,2.0,0.5714285714285714,0.5714285714285714,0.0,0.2857142857142857,0.5714285714285714,0.0,0.2857142857142857,1.7857142857142858,1.1428571428571428
Liverpool,Brighton,3,3,1.4285714285714286,2.0,-4,8,4,4,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.14285714285714285,2.5714285714285716,2.0,1.2857142857142858,1.1428571428571428,1.2857142857142858,0.8571428571428571,18.857142857142858,12.571428571428571,6.571428571428571,5.428571428571429,8.285714285714286,10.714285714285714,3.2857142857142856,3.5714285714285716,1,3,8,10,3.4285714285714284,1.4285714285714286,0.5714285714285714,0.8571428571428571,18.857142857142858,9.428571428571429,4.857142857142857,11.428571428571429,6.285714285714286,2.857142857142857,2.0,3.142857142857143,2.0,1.7142857142857142,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.0,0.0,0.2857142857142857,1.7746478873239437,1.1830985915492958
Southampton,Everton,1,2,1.0,1.0,0,14,13,1,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,1.0,0.7142857142857143,1.5714285714285714,0.8571428571428571,-0.5714285714285714,-0.14285714285714285,11.142857142857142,12.0,3.2857142857142856,4.285714285714286,10.857142857142858,15.857142857142858,4.142857142857143,5.285714285714286,0,1,7,4,1.1428571428571428,0.8571428571428571,1.1428571428571428,1.1428571428571428,11.428571428571429,10.285714285714286,9.714285714285714,12.857142857142858,4.571428571428571,3.7142857142857144,4.285714285714286,4.0,1.1428571428571428,0.5714285714285714,0.2857142857142857,0.0,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,1.7916666666666667,1.2083333333333333
West Ham,Wolves,2,0,0.5714285714285714,0.8571428571428571,-2,18,17,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.2857142857142858,1.0,-0.8571428571428571,-0.5714285714285714,11.285714285714286,11.714285714285714,3.142857142857143,3.0,10.714285714285714,12.285714285714286,3.142857142857143,3.857142857142857,0,3,4,6,0.2857142857142857,0.2857142857142857,1.4285714285714286,0.8571428571428571,9.428571428571429,14.857142857142858,10.857142857142858,8.0,2.2857142857142856,3.7142857142857144,2.2857142857142856,2.857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5714285714285714,1.7808219178082192,1.2191780821917808
Man City,Man United,6,3,2.4285714285714284,1.7142857142857142,5,2,6,-4,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.0,0.42857142857142855,3.2857142857142856,1.5714285714285714,0.8571428571428571,2.0,2.4285714285714284,-0.42857142857142855,16.857142857142858,12.285714285714286,6.285714285714286,5.0,5.714285714285714,15.714285714285714,1.8571428571428572,5.142857142857143,1,3,11,12,4.0,0.5714285714285714,0.5714285714285714,1.1428571428571428,15.428571428571429,10.0,3.7142857142857144,11.428571428571429,6.0,3.4285714285714284,1.1428571428571428,4.0,2.5714285714285716,1.7142857142857142,0.8571428571428571,0.5714285714285714,0.0,0.0,0.0,0.2857142857142857,1.7837837837837838,1.2027027027027026
Leeds,Aston Villa,0,0,1.2857142857142858,1.0,2,10,15,-5,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,1.4285714285714286,0.8571428571428571,1.4285714285714286,1.4285714285714286,0.0,-0.5714285714285714,12.428571428571429,9.571428571428571,4.142857142857143,3.0,13.714285714285714,12.571428571428571,4.857142857142857,4.571428571428571,0,1,5,4,1.7142857142857142,0.5714285714285714,0.5714285714285714,2.0,10.857142857142858,9.142857142857142,10.285714285714286,13.142857142857142,4.285714285714286,2.857142857142857,3.142857142857143,6.0,2.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.8571428571428571,1.84,1.2266666666666666
Leicester,Nott'm Forest,4,0,0.14285714285714285,0.5714285714285714,-3,20,19,1,0.0,0.14285714285714285,0.0,0.14285714285714285,0.8571428571428571,0.7142857142857143,1.4285714285714286,0.8571428571428571,3.142857142857143,2.4285714285714284,-1.7142857142857142,-1.5714285714285714,11.142857142857142,11.285714285714286,3.7142857142857144,2.7142857142857144,13.0,17.0,5.714285714285714,7.0,0,0,0,4,0.8571428571428571,0.2857142857142857,1.4285714285714286,2.5714285714285716,8.571428571428571,7.714285714285714,7.428571428571429,16.857142857142858,2.2857142857142856,1.7142857142857142,2.2857142857142856,7.714285714285714,0.2857142857142857,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5714285714285714,1.8157894736842106,1.2105263157894737
Bournemouth,Leicester,2,1,1.1428571428571428,0.14285714285714285,7,12,20,-8,0.2857142857142857,0.0,0.2857142857142857,0.0,0.42857142857142855,0.8571428571428571,0.8571428571428571,1.4285714285714286,2.7142857142857144,3.142857142857143,-1.8571428571428572,-1.7142857142857142,6.285714285714286,11.142857142857142,2.142857142857143,3.7142857142857144,16.428571428571427,13.0,5.857142857142857,5.714285714285714,3,0,4,0,0.5714285714285714,2.0,0.8571428571428571,4.857142857142857,7.142857142857143,13.714285714285714,16.857142857142858,18.571428571428573,2.0,5.142857142857143,4.571428571428571,9.142857142857142,1.4285714285714286,0.0,0.2857142857142857,0.0,0.5714285714285714,0.0,0.2857142857142857,1.1428571428571428,1.844155844155844,1.1948051948051948
Chelsea,Wolves,3,0,1.8571428571428572,0.8571428571428571,7,5,17,-12,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.42857142857142855,1.4285714285714286,0.42857142857142855,1.4285714285714286,1.0,0.0,-0.5714285714285714,11.857142857142858,11.714285714285714,3.5714285714285716,3.0,9.857142857142858,12.285714285714286,4.714285714285714,3.857142857142857,3,3,7,6,1.7142857142857142,0.2857142857142857,1.1428571428571428,1.4285714285714286,8.857142857142858,19.142857142857142,9.428571428571429,13.142857142857142,2.5714285714285716,4.857142857142857,3.7142857142857144,4.285714285714286,2.0,0.2857142857142857,0.5714285714285714,0.0,0.2857142857142857,0.2857142857142857,0.0,0.8571428571428571,1.8461538461538463,1.1923076923076923
Man City,Southampton,4,0,2.4285714285714284,1.0,10,2,14,-12,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.0,0.5714285714285714,3.2857142857142856,1.0,0.8571428571428571,1.5714285714285714,2.4285714285714284,-0.5714285714285714,16.857142857142858,11.142857142857142,6.285714285714286,3.2857142857142856,5.714285714285714,10.857142857142858,1.8571428571428572,4.142857142857143,1,0,11,7,5.714285714285714,0.8571428571428571,1.4285714285714286,2.0,21.714285714285715,10.857142857142858,7.142857142857143,12.0,8.857142857142858,2.0,3.4285714285714284,4.0,3.4285714285714284,0.8571428571428571,1.1428571428571428,0.2857142857142857,0.0,0.0,0.0,0.8571428571428571,1.860759493670886,1.1772151898734178
Newcastle,Brentford,5,1,1.375,1.25,1,7,10,-3,0.25,0.25,0.25,0.25,0.125,0.25,1.5,1.875,1.0,1.5,0.5,0.375,15.875,11.75,6.0,4.625,13.0,13.875,5.0,5.375,1,0,4,5,1.5,1.25,1.0,1.5,19.5,10.75,13.75,13.0,7.25,3.75,5.5,4.75,1.5,0.75,0.25,0.0,0.75,0.75,0.0,0.25,1.8875,1.1625
Brighton,Tottenham,0,1,1.75,2.125,-3,6,3,3,0.5,0.625,0.5,0.625,0.25,0.125,1.75,2.375,1.125,1.25,0.625,1.125,12.75,14.5,5.25,6.5,10.375,15.875,3.5,4.0,1,3,10,13,1.5,1.5,0.5,1.5,12.25,12.0,5.0,17.25,5.5,4.75,1.75,4.25,1.75,1.25,0.5,0.25,0.25,0.5,0.0,0.25,1.9259259259259258,1.1604938271604939
Crystal Palace,Leeds,2,1,1.125,1.125,0,13,12,1,0.25,0.25,0.25,0.25,0.375,0.375,1.25,1.375,1.5,1.5,-0.25,-0.125,11.0,12.125,4.625,4.125,15.0,13.625,4.0,4.875,0,1,5,5,1.25,1.0,1.5,2.0,11.75,10.0,11.25,10.25,4.5,3.25,3.25,4.0,1.0,0.25,0.25,0.0,0.25,0.25,0.5,0.5,1.9024390243902438,1.1585365853658536
West Ham,Fulham,3,1,0.875,1.375,-4,16,8,8,0.25,0.375,0.25,0.375,0.625,0.375,0.625,1.625,1.125,1.875,-0.5,-0.25,12.125,10.5,3.375,4.0,11.25,14.125,3.25,5.625,0,3,4,9,0.75,1.25,1.25,1.5,12.75,11.0,13.25,15.75,3.25,4.0,3.0,5.5,1.0,1.0,0.25,0.25,0.25,0.25,0.5,0.5,1.9036144578313252,1.1566265060240963
Arsenal,Liverpool,3,2,2.625,1.25,11,1,9,-8,0.875,0.25,0.875,0.25,0.125,0.25,2.5,2.5,1.0,1.5,1.5,1.0,17.25,17.5,6.375,6.125,7.375,8.625,2.75,3.75,3,1,12,8,2.75,0.75,1.25,1.0,21.25,12.75,7.0,8.75,8.25,4.25,2.75,2.5,3.0,0.5,1.0,0.0,0.0,0.5,0.0,0.25,1.9166666666666667,1.1547619047619047
Everton,Man United,1,2,1.25,1.875,-5,11,5,6,0.25,0.625,0.25,0.625,0.25,0.375,0.875,1.625,0.875,1.875,0.0,-0.25,12.0,12.25,4.375,4.875,16.625,15.125,5.375,4.75,3,0,7,12,0.5,1.25,0.5,2.5,12.0,11.75,16.5,15.5,4.25,5.0,5.75,6.0,1.25,1.5,0.25,0.5,0.5,0.0,0.25,0.5,1.9294117647058824,1.1647058823529413
Nott'm Forest,Aston Villa,1,1,0.5,1.0,-4,20,15,5,0.125,0.25,0.125,0.25,0.75,0.5,0.75,0.75,2.625,1.25,-1.875,-0.5,11.125,10.75,2.75,3.5,17.0,12.125,7.0,4.125,0,3,1,4,1.25,0.5,2.0,1.75,13.0,12.75,15.0,13.75,3.25,4.25,5.5,5.5,0.75,0.25,0.25,0.0,0.0,0.25,0.75,0.75,1.9186046511627908,1.1744186046511629
Brentford,Brighton,2,0,1.25,1.75,-4,10,6,4,0.25,0.5,0.25,0.5,0.25,0.25,1.875,1.75,1.5,1.125,0.375,0.625,11.75,12.75,4.625,5.25,13.875,10.375,5.375,3.5,0,1,5,10,2.5,2.0,1.5,1.5,12.75,9.75,14.75,13.75,5.5,4.0,6.0,4.5,1.75,1.75,0.5,0.5,0.25,0.25,0.25,0.25,1.9080459770114941,1.1724137931034482
Leicester,Crystal Palace,0,0,0.5,1.125,-5,19,13,6,0.125,0.25,0.125,0.25,0.75,0.375,1.75,1.25,2.75,1.5,-1.0,-0.25,11.875,11.0,4.125,4.625,12.625,15.0,5.375,4.0,0,0,0,5,1.75,0.75,1.25,1.25,11.75,7.0,9.0,16.25,3.75,3.5,2.75,3.75,1.0,0.5,0.25,0.0,0.25,0.5,0.5,0.25,1.9090909090909092,1.1590909090909092
Fulham,Bournemouth,2,2,1.375,1.125,2,8,14,-6,0.375,0.25,0.375,0.25,0.375,0.375,1.625,0.75,1.875,2.375,-0.25,-1.625,10.5,6.375,4.0,2.0,14.125,16.0,5.625,5.625,3,1,9,5,2.0,1.0,2.25,4.0,10.0,6.5,12.5,17.25,4.0,2.25,5.75,7.25,1.75,1.0,0.5,0.25,0.25,0.25,0.25,0.5,1.8876404494382022,1.146067415730337
Wolves,Nott'm Forest,1,0,0.6666666666666666,0.5555555555555556,1,18,19,-1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.7777777777777778,1.3333333333333333,2.4444444444444446,-1.0,-1.6666666666666667,11.666666666666666,10.555555555555555,3.0,2.7777777777777777,13.777777777777779,16.444444444444443,4.333333333333333,6.444444444444445,0,0,5,0,0.4444444444444444,0.2222222222222222,0.8888888888888888,2.888888888888889,6.666666666666667,8.222222222222221,12.88888888888889,16.88888888888889,1.7777777777777777,2.0,3.7777777777777777,7.555555555555555,1.1111111111111112,0.2222222222222222,0.2222222222222222,0.0,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.6666666666666666,1.8888888888888888,1.1555555555555554
Tottenham,Everton,2,0,2.2222222222222223,1.1111111111111112,10,3,12,-9,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.3333333333333333,2.2222222222222223,0.8888888888888888,1.1111111111111112,1.0,1.1111111111111112,-0.1111111111111111,13.777777777777779,11.88888888888889,6.111111111111111,4.111111111111111,15.666666666666666,16.11111111111111,4.0,5.222222222222222,0,3,10,9,2.888888888888889,1.1111111111111112,0.8888888888888888,1.1111111111111112,15.11111111111111,10.666666666666666,12.88888888888889,14.88888888888889,7.333333333333333,4.0,3.3333333333333335,4.444444444444445,2.6666666666666665,1.1111111111111112,0.8888888888888888,0.2222222222222222,0.0,0.4444444444444444,0.0,0.2222222222222222,1.879120879120879,1.1428571428571428
Aston Villa,Chelsea,0,2,1.0,2.111111111111111,-10,16,4,12,0.2222222222222222,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.7777777777777778,1.6666666666666667,1.2222222222222223,1.1111111111111112,-0.4444444444444444,0.5555555555555556,10.88888888888889,12.333333333333334,3.3333333333333335,4.0,11.444444444444445,10.555555555555555,4.0,4.666666666666667,1,3,5,12,0.8888888888888888,0.8888888888888888,0.6666666666666666,1.3333333333333333,7.777777777777778,11.555555555555555,9.333333333333334,8.0,2.4444444444444446,3.5555555555555554,2.4444444444444446,4.444444444444445,1.5555555555555556,1.3333333333333333,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.0,0.2222222222222222,0.4444444444444444,1.8804347826086956,1.1304347826086956
Leeds,Arsenal,0,1,1.0,2.6666666666666665,-15,15,1,14,0.2222222222222222,0.8888888888888888,0.2222222222222222,0.8888888888888888,0.4444444444444444,0.1111111111111111,1.2222222222222223,2.5555555555555554,1.4444444444444444,1.1111111111111112,-0.2222222222222222,1.4444444444444444,12.555555555555555,16.555555555555557,4.111111111111111,6.444444444444445,13.11111111111111,7.444444444444445,4.777777777777778,2.7777777777777777,0,3,2,12,1.3333333333333333,2.0,0.4444444444444444,0.6666666666666666,10.444444444444445,11.777777777777779,12.222222222222221,6.888888888888889,3.5555555555555554,4.0,4.0,2.4444444444444446,1.7777777777777777,2.0,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.0,0.0,0.2222222222222222,1.8602150537634408,1.1397849462365592
